-4.97254	28.44169	48.00688
0.47488	37.84021	42.58479
7.87196	26.55107	46.79180
-4.59645	32.89284	37.18610
-1.62270	37.70795	36.76551
-10.07259	31.52275	37.84010
-1.69976	36.59423	37.97657
-4.56322	32.27285	31.17616
-15.26071	29.13027	39.66158
-21.24552	32.41550	29.30944
-21.57698	27.85666	35.67390
-20.80769	39.75681	27.48291
-27.37015	27.37902	37.06071
-31.02121	24.92681	29.84744
-33.84484	22.62874	29.64179
-37.03016	6.55975	24.06212
-39.90083	19.43990	24.80217
-41.82228	17.01561	23.64176
-40.85154	17.50382	19.73222
-57.71358	5.30231	19.41109
-50.85420	5.92404	19.79375
-42.78780	13.47576	11.87267
-52.45291	8.01962	12.83894
-48.13515	5.75522	16.87728
-50.02227	2.40836	8.10102
-47.42511	1.69383	13.16571
-45.70671	7.36869	1.03343
-46.08801	1.51047	5.29288
-42.20687	7.60644	10.47886
-49.66999	8.13665	5.74184
-51.93922	0.77297	10.48022
-51.49567	6.14114	-1.68943
-54.66278	0.15289	9.85709
-47.36126	1.97968	8.98509
-53.35109	7.85624	11.99781
-49.03252	3.75043	6.78095
-51.69433	6.02052	15.15208
-44.91141	7.84023	12.44520
-43.81108	11.21485	11.55340
-49.53720	12.57488	16.21889
-48.25343	19.84570	18.65396
-38.23856	16.09135	19.92708
-44.17655	23.12242	24.14689
-37.27334	18.09239	24.04689
-33.91059	20.02817	22.44342
-32.94536	22.02921	26.56324
-29.75224	30.59385	25.58337
-24.50729	28.62277	28.56257
-18.79087	29.52550	36.03610
-16.72981	34.11227	35.72451
-11.72964	31.81965	27.03656
-10.45668	23.19207	30.01270
-6.18615	36.56621	37.31051
-6.96373	37.71145	32.40790
1.43211	35.96173	28.05642
-0.28689	38.28750	32.81236
8.15169	45.95956	40.14719
8.43890	35.70031	42.64751
15.75193	42.96540	36.33383
21.93440	34.71705	36.13190
30.42151	39.99267	27.25146
30.02801	35.46357	39.21236
33.34242	34.87674	29.27041
36.49330	42.48357	27.22126
31.18609	37.55924	26.87074
36.00893	32.93523	22.12512
34.37250	34.86190	17.64064
34.35669	35.55984	22.51046
39.91119	37.28075	16.72570
33.61843	37.64990	18.86711
34.43375	36.67357	21.29939
35.16329	34.54453	25.51280
30.33595	38.37965	26.71881
26.98742	42.35549	25.00440
26.13758	44.71472	32.50174
23.39922	42.49086	25.17947
20.03166	38.99328	35.19321
23.13451	38.23085	27.17333
17.68339	44.66576	33.00449
18.11341	38.12081	41.49211
11.12412	26.45430	44.76006
12.51498	32.66705	32.51482
14.86826	42.86699	34.54256
12.51217	34.65319	42.66798
14.79091	40.21445	28.10435
8.92607	43.26251	37.59051
11.69236	34.84063	36.69609
15.05089	30.14086	33.92075
7.54652	35.56292	41.42630
20.06320	54.06199	28.69438
14.64709	38.80188	33.68602
20.26284	42.33446	31.56001
10.27099	39.26760	25.79894
25.62440	48.58114	17.95599
27.31468	47.66425	22.74960
30.75878	44.57751	20.50692
30.15883	49.59295	19.31126
25.66192	35.20536	26.83554
26.08605	40.64030	16.70396
27.19959	44.84280	18.78172
27.95046	40.50299	10.09595
35.62246	39.67508	10.78709
33.12857	43.61940	12.76422
36.67445	40.52709	1.55681
42.31322	44.62393	0.22439
39.83934	33.11538	2.25813
37.99495	31.80482	-0.11334
39.03273	34.13068	-0.74421
39.80711	31.43364	-3.30089
40.07153	34.15482	-12.94404
42.41358	21.99153	-11.02921
39.65220	26.58887	-13.86354
45.39734	26.08272	-15.93955
43.16445	17.65173	-19.71498
46.41690	11.70830	-19.37898
41.63678	7.29035	-16.15090
40.37353	7.03563	-16.94844
48.82772	7.08458	-17.45118
37.67870	5.00666	-27.12112
39.05203	-0.40411	-16.91318
39.87715	-1.64405	-16.65687
49.16697	-2.48047	-16.05755
43.79661	-4.14572	-26.16416
39.00849	-0.59900	-14.06278
37.82610	-6.95475	-20.83502
45.13191	-11.26421	-21.13517
37.29668	-15.47476	-16.84729
32.16681	-10.68222	-15.85861
32.26237	-23.79815	-10.77960
28.75603	-13.60179	-14.94434
24.30236	-29.33332	-17.91974
32.52678	-21.07696	-20.42274
34.16481	-22.22772	-12.20867
27.96814	-13.27144	-23.00648
28.18880	-24.28985	-18.44934
21.34363	-18.99995	-22.14989
18.65191	-21.47625	-34.82645
18.86577	-16.21390	-27.35636
14.87575	-18.64051	-36.23632
7.85795	-15.35343	-34.76871
9.57245	-18.46810	-43.06426
6.21001	-18.86506	-33.81151
-0.68270	-13.48047	-32.86576
-7.34503	-13.99156	-34.22036
-10.76541	-9.72237	-28.16237
-7.99331	-11.49872	-43.75450
-19.46788	-12.41757	-34.83619
-23.39164	-4.54557	-45.49992
-25.29008	-13.02513	-31.54911
-32.13175	-23.10835	-33.34494
-31.96893	-20.84192	-36.33714
-38.45803	-12.57977	-24.92054
-45.79858	-13.81255	-17.65851
-39.24562	-10.71059	-25.33340
-41.84409	-9.23316	-26.47840
-41.31589	2.04890	-16.58338
-39.92384	-4.04682	-11.43525
-51.16161	9.17416	-15.89327
-53.46087	3.98228	2.31435
-47.18591	18.46095	-3.09542
-43.22232	19.23181	-0.15456
-34.60210	30.48448	9.09133
-37.28764	31.57212	13.64715
-34.45799	33.43586	11.15894
-18.86941	39.18143	12.20453
-14.33049	40.98214	17.09941
-8.58725	38.92718	23.24369
-13.82341	35.55090	24.37596
-1.50240	37.47776	25.05475
5.53522	44.28140	24.84375
7.38941	31.32334	34.07536
2.62852	41.30395	28.54303
3.85774	32.94180	36.68336
6.77895	35.98422	32.03395
16.08868	32.46672	33.28989
14.34036	33.12375	32.29682
12.44242	32.34222	37.26550
15.60731	24.93051	37.96682
17.42870	39.68182	30.50861
16.93904	45.19101	22.09194
7.15394	40.73796	22.81907
-2.53569	35.94079	29.22523
-5.83017	40.46609	25.50616
-12.81465	37.74685	25.64537
-18.48163	31.67867	19.62287
-26.79621	33.79219	18.65361
-26.09698	32.29614	28.68698
-28.06967	27.33626	19.37807
-33.84354	21.86583	25.72210
-35.70946	15.84089	33.28205
-36.39349	4.01494	34.35642
-46.45079	-0.11367	29.04626
-46.99471	-8.69864	33.98413
-46.57190	-16.50580	36.80834
-40.28815	-18.45274	27.58771
-44.16690	-39.61924	25.91235
-43.50440	-43.58593	26.84708
-27.83536	-46.71341	23.90479
-29.15135	-37.20224	29.11455
-26.21103	-38.69228	31.73614
-28.13959	-51.45791	26.95316
-24.95809	-50.33072	21.45181
-20.36592	-50.59786	11.35725
-21.61756	-39.72234	17.72190
-39.06954	-47.63233	11.71536
-38.43405	-37.86867	4.61629
-50.09716	-31.77930	1.93262
-49.13192	-29.77826	6.05243
-39.75253	-15.28611	-3.64762
-49.27352	-17.79087	-0.61374
-42.39423	-12.46476	5.70707
-42.53812	-1.87144	-7.71042
-43.31020	-2.23903	-20.64239
-44.99117	1.79447	-10.70750
-37.80924	0.01091	-19.08700
-33.29812	6.30511	-20.89306
-35.29533	13.08246	-16.83975
-32.08469	26.65107	-25.95515
-24.85572	28.15303	-22.07648
-20.44839	38.29033	-11.37905
-12.36699	35.90724	-22.83710
1.75989	47.43670	-22.37896
2.25376	41.17759	-18.07195
4.82121	53.72010	-23.16486
7.17349	47.75802	-22.77203
10.75538	39.89863	-13.58489
11.78866	41.43560	-17.75536
13.72913	44.71375	-14.00548
20.26787	49.28956	-13.08096
14.69536	44.41306	-21.45464
7.54255	40.94022	-10.29388
5.38112	33.13664	-17.21408
13.25978	50.31388	-23.75237
4.43222	45.52117	-29.90432
-1.45755	27.99243	-26.19532
-5.95425	27.14953	-30.02091
-8.26600	17.28923	-34.00109
-17.01651	13.61024	-41.36412
-17.91070	-0.84776	-34.96504
-10.37881	-4.91666	-38.13739
-12.53144	-10.68212	-35.66460
-8.90971	-9.89865	-34.20033
-10.51774	-20.46611	-24.60753
0.05686	-16.33343	-33.14210
-7.31180	-14.61155	-40.23029
-0.03601	-16.74921	-27.06121
11.53093	-12.03436	-25.15594
17.48192	-17.77724	-24.09242
20.30185	-21.03622	-19.72313
30.54329	-9.46649	-25.02282
32.77127	-14.90877	-11.12334
31.74799	-17.16968	-11.44261
38.52480	-23.53432	-7.10105
41.33473	-12.06435	-7.27812
49.77011	-5.94411	-7.40259
43.51118	-3.11731	4.02744
46.37405	-1.87357	-4.47071
55.45942	7.45576	1.67326
49.80844	-2.69756	5.42564
48.90895	-2.09804	8.50419
47.58677	3.84920	-3.51842
49.44567	5.22473	-2.09708
45.85945	-8.78979	6.21617
51.13565	2.76902	-4.95275
46.14838	-6.72757	-8.86686
45.40432	-4.66350	-12.13013
41.64748	-6.82055	-8.58279
35.85080	-10.38882	-22.30455
32.30561	-25.14207	-21.27929
28.46381	-19.21496	-17.28367
21.16650	-21.79167	-20.52133
24.22131	-16.15242	-23.94889
26.41748	-10.19207	-29.27209
12.75134	-22.43463	-26.40861
16.40210	-21.52123	-26.84461
19.64015	-18.91094	-29.91305
23.73173	-22.64912	-13.36640
15.91072	-28.33352	-17.67793
15.62250	-34.23627	-21.81315
3.82288	-41.06907	-13.85175
12.53666	-39.86072	-15.58736
8.30677	-34.58921	-12.34173
6.61297	-46.30938	-0.96781
15.86497	-41.92837	-2.57968
7.55469	-45.95110	-2.97708
2.82942	-40.58273	-3.08651
9.66929	-41.89336	-10.62883
13.11108	-41.91547	2.61715
11.53270	-39.72894	-5.66788
22.48246	-40.84927	5.54501
15.79110	-41.49029	6.09068
23.09494	-31.64987	-2.34764
28.24714	-22.49117	-14.60060
29.64810	-21.62276	-7.05477
38.63219	-23.05357	-14.13208
34.24638	-20.32510	-9.88013
31.11452	-13.07305	-14.27761
46.06682	-8.63019	-11.19540
40.54394	-11.74699	-15.15029
40.92924	-6.17836	-21.20563
46.90176	3.87140	-22.15120
41.71133	-6.53471	-12.76340
38.40854	4.41644	-15.25844
45.77691	1.15574	-15.81952
41.37759	1.51751	-22.18640
40.52765	9.26307	-19.37057
34.38451	11.07077	-23.19091
44.63956	12.23540	-18.47177
44.60603	11.31657	-20.11111
42.20242	17.20249	-16.37550
50.93551	13.41806	-13.15388
34.07947	8.16768	-10.88734
45.45669	25.57967	-23.65978
51.77816	23.80164	-35.35074
41.44914	4.14407	-15.36811
37.42178	-13.37724	-17.36916
26.69497	-18.18856	-14.63275
27.60715	-33.04373	-11.04115
28.00116	-27.43613	-17.66654
18.42422	-21.72680	-16.08466
16.62125	-31.31641	-16.05400
6.03304	-42.74179	-11.14296
3.38756	-33.47161	-16.62379
-7.32905	-43.15999	-23.33171
-10.74943	-38.89080	-17.27372
-4.91251	-31.29312	-18.54318
-17.18999	-33.02507	-22.07239
-25.55150	-39.58340	-30.61829
-17.96177	-31.85385	-27.35507
-22.14142	-26.20373	-26.63194
-27.03840	-12.36811	-32.54218
-34.27737	-13.14614	-31.93110
-32.30788	-9.73805	-30.08150
-24.60655	-2.27768	-37.95898
-27.10493	0.87775	-39.52146
-33.56182	-0.25662	-30.46816
-25.71638	10.15514	-36.27803
-27.79394	19.65328	-43.15448
-21.33057	18.50494	-32.60765
-19.72854	29.50673	-39.50659
-23.89980	27.03746	-32.68517
-16.90171	33.35661	-31.84165
-14.10560	34.30151	-35.96920
-7.69204	42.16614	-39.20433
-2.32519	40.74076	-44.20629
