loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], magADC[0], magADC[1], magADC[2], BaroAlt (cm), debug[0], debug[1], debug[2], debug[3]
361, 788692,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,  -9,  -9, 1056, 601, 16486,  48,  48,  48,  48, -149,  16, -552, 101,  25, -23, 23040,   0
362, 790865,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  11,   4,  -8, 1008, 618, 16607,  48,  48,  48,  48, -167,   9, -549, 141,  25, -23, 23453,   0
363, 793039,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  13, -12,   5, 952, 670, 16486,  48,  48,  48,  48, -167,   9, -549, 144,  25, -23, 23452,   0
364, 795380,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   8,   1,  -2, 1071, 665, 16482,  48,  48,  48,  48, -162,  16, -566, 145,  25, -23, 23084,   0
365, 797552,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,   0,  -2, 1145, 708, 16555,  48,  48,  48,  48, -162,  16, -566, 165,  25, -23, 23083,   0
366, 799725,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -3,  -6,  -9, 1137, 772, 16540,  48,  48,  48,  48, -150,  22, -567, 178,  26, -22, 22723,   0
367, 801974,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   5, 933, 615, 16537,  48,  48,  48,  48, -150,  22, -567, 188,  26, -22, 22723,   0
368, 803941,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   4, -11, 1066, 477, 16384,  48,  48,  48,  48, -150,  22, -567, 158,  26, -22, 22723,   0
369, 806076,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -2, 1096, 676, 16237,  48,  48,  48,  48, -156,  10, -569, 95,  26, -22, 23339,   0
370, 808250,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -8, -10,   5, 1165, 520, 16291,  48,  48,  48,  48, -156,  10, -569, 55,  26, -22, 23339,   0
371, 810423,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -2, -10,   3, 1007, 522, 16237,  48,  48,  48,  48, -151,   3, -565, 8,  26, -22, 23691,   0
372, 812764,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,   7,   3, 1153, 724, 16575,  48,  48,  48,  48, -151,   3, -565, 54,  26, -22, 23691,   0
373, 814936,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -14,   1,   0, 1200, 795, 16532,  48,  48,  48,  48, -154,   8, -575, 82,  26, -21, 23411,   0
374, 817110,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,  -1,  -1, 1212, 791, 16454,  48,  48,  48,  48, -154,   8, -575, 85,  26, -21, 23410,   0
375, 819281,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -5,  -4,   0, 1073, 569, 16443,  48,  48,  48,  48, -148,   8, -548, 86,  26, -21, 23401,   0
376, 821387,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -16,  -4,  -2, 1085, 573, 16388,  48,  48,  48,  48, -148,   8, -548, 73,  26, -21, 23401,   0
377, 823561,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -15,   2,  -1, 1177, 496, 16333,  48,  48,  48,  48, -161,  13, -559, 47,  26, -21, 23237,   0
378, 825733,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -7,   2,  10, 895, 583, 16257,  48,  48,  48,  48, -161,  13, -559, 7,  26, -20, 23237,   0
379, 828076,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -11,   3,   0, 1065, 573, 16381,  48,  48,  48,  48, -165,   7, -565, 3,  26, -20, 23516,   0
380, 830248,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -19,   0,  10, 1137, 524, 16299,  48,  48,  48,  48, -165,   7, -565, -19,  26, -20, 23516,   0
381, 832420,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -22,   3,   8, 1144, 560, 16458,  48,  48,  48,  48, -152,  11, -567, 1,  26, -20, 23256,   0
382, 834664,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -9,  -4,  -8, 1042, 561, 16283,  48,  48,  48,  48, -152,  11, -567, -25,  26, -20, 23257,   0
383, 836766,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -3,  10, -12, 1065, 505, 16462,  48,  48,  48,  48, -152,  11, -567, -3,  26, -20, 23257,   0
384, 838939,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -13,   6,  -2, 1016, 610, 16544,  48,  48,  48,  48, -148,   9, -554, 36,  26, -20, 23357,   0
385, 841112,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -3,  11,   1, 1017, 578, 16486,  48,  48,  48,  48, -148,   9, -554, 55,  26, -20, 23357,   0
386, 843454,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   4,  -1, 1106, 453, 16341,  48,  48,  48,  48, -150,  10, -560, 35,  26, -20, 23319,   0
387, 845626,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -18,   1,  -4, 1074, 477, 16419,  48,  48,  48,  48, -150,  10, -560, 37,  26, -20, 23320,   0
388, 847800,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -4,  -4, -16, 988, 399, 16369,  48,  48,  48,  48, -167,  13, -551, 27,  26, -20, 23241,   0
389, 850048,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   5,   9,  -5, 1146, 612, 16625,  48,  48,  48,  48, -167,  13, -551, 82,  26, -20, 23241,   0
390, 852025,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,  11, 1124, 561, 16559,  48,  48,  48,  48, -170,   6, -566, 113,  26, -19, 23570,   0
391, 854150,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -2,  -5,  -1, 1116, 525, 16478,  48,  48,  48,  48, -170,   6, -566, 118,  26, -19, 23570,   0
392, 856323,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   4,   9,   5, 1132, 540, 16450,  48,  48,  48,  48, -152,  17, -544, 116,  26, -19, 22976,   0
393, 858496,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,   2,  -4, 945, 343, 16330,  48,  48,  48,  48, -152,  17, -544, 83,  25, -19, 22977,   0
394, 860838,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -4,  -2,  -3, 961, 395, 16245,  48,  48,  48,  48, -159,   7, -567, 34,  25, -19, 23474,   0
395, 863010,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -2, -17,   2, 915, 303, 16190,  48,  48,  48,  48, -159,   7, -567, -20,  25, -20, 23475,   0
396, 865183,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  12,   3,  -4, 975, 267, 16202,  48,  48,  48,  48, -147,  13, -570, -64,  25, -20, 23155,   0
397, 867355,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,   0,  16, 1031, 681, 16494,  48,  48,  48,  48, -147,  13, -570, -27,  25, -20, 23155,   0
398, 869461,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  16,  -4, -12, 1118, 716, 16513,  48,  48,  48,  48, -147,  13, -570, 7,  25, -19, 23154,   0
399, 871634,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   6,   6,  -4, 1182, 684, 16505,  48,  48,  48,  48, -147,  13, -570, 35,  25, -19, 23154,   0
400, 873807,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  11,  -2,  -1, 901, 443, 16264,  48,  48,  48,  48, -147,  13, -570, 0,  25, -19, 23154,   0
401, 876150,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  12,   0,   4, 988, 403, 16346,  48,  48,  48,  48, -159,  12, -550, -11,  25, -19, 23261,   0
402, 878322,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   4,  -2,  -2, 963, 443, 16470,  48,  48,  48,  48, -159,  12, -550, 11,  25, -19, 23262,   0
403, 880495,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   0, -11, 959, 499, 16264,  48,  48,  48,  48, -150,   5, -566, -21,  25, -19, 23586,   0
404, 882737,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   4, 1157, 720, 16505,  48,  48,  48,  48, -150,   5, -566, 10,  25, -19, 23585,   0
405, 884839,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,   2,  -5, 1224, 799, 16509,  48,  48,  48,  48, -155,  12, -553, 39,  25, -19, 23262,   0
406, 887012,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  12,  -1,  -1, 1069, 817, 16525,  48,  48,  48,  48, -155,  12, -553, 67,  25, -18, 23262,   0
407, 889185,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   6,  -5,   3, 855, 580, 16487,  48,  48,  48,  48, -156,  15, -557, 82,  25, -18, 23110,   0
408, 891527,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  11,  -5,  -7, 946, 551, 16451,  48,  48,  48,  48, -156,  15, -557, 85,  26, -18, 23110,   0
409, 893699,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -6,  -3,   2, 953, 623, 16533,  48,  48,  48,  48, -157,  10, -556, 109,  26, -18, 23358,   0
410, 895873,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -8,   0,  15, 925, 671, 16354,  48,  48,  48,  48, -157,  10, -556, 83,  26, -18, 23358,   0
411, 898121,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -4,   0, 1138, 688, 16458,  48,  48,  48,  48, -152,  15, -561, 88,  26, -17, 23078,   0
412, 900088,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -3,  -2, 1119, 628, 16408,  48,  48,  48,  48, -152,  15, -561, 79,  26, -17, 23077,   0
413, 902223,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -7,   1,   2, 1285, 694, 16391,  48,  48,  48,  48, -162,  12, -550, 68,  26, -17, 23271,   0
414, 904396,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -12,   6,  -7, 1116, 612, 16404,  48,  48,  48,  48, -162,  12, -550, 61,  26, -17, 23271,   0
415, 906569,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -10,   8,  -4, 1028, 637, 16377,  48,  48,  48,  48, -162,  12, -550, 49,  26, -17, 23271,   0
416, 908911,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -12,   0,  10, 1159, 636, 16353,  48,  48,  48,  48, -149,  19, -570, 32,  26, -17, 22882,   0
417, 911084,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -11,   7, -11, 1136, 592, 16318,  48,  48,  48,  48, -149,  19, -570, 9,  26, -16, 22882,   0
418, 913256,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -18,  -6,   6, 1100, 585, 16392,  48,  48,  48,  48, -161,  13, -574, 9,  26, -16, 23197,   0
419, 915428,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -12,   0,  -1, 1088, 593, 16408,  48,  48,  48,  48, -161,  13, -574, 12,  26, -16, 23197,   0
420, 917534,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -9,   5,   4, 1135, 616, 16528,  48,  48,  48,  48, -161,  14, -556, 45,  26, -16, 23177,   0
421, 919707,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -13,   2, -18, 1017, 606, 16412,  48,  48,  48,  48, -161,  14, -556, 44,  26, -16, 23177,   0
422, 921880,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -14, -12,   5, 967, 487, 16498,  48,  48,  48,  48, -162,  14, -539, 65,  26, -16, 23185,   0
423, 924223,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -3,  -4,   2, 1161, 484, 16337,  48,  48,  48,  48, -162,  14, -539, 42,  26, -16, 23186,   0
424, 926395,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -4,  -2, -11, 966, 515, 16439,  48,  48,  48,  48, -146,  14, -554, 49,  26, -16, 23093,   0
425, 928568,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -3,  -1,   3, 1033, 586, 16365,  48,  48,  48,  48, -146,  14, -554, 35,  26, -16, 23093,   0
426, 930812,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -7,  11,   0, 1176, 540, 16372,  48,  48,  48,  48, -156,  13, -557, 26,  26, -16, 23178,   0
427, 932913,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -6,   9,   8, 983, 454, 16389,  48,  48,  48,  48, -156,  13, -557, 22,  26, -16, 23178,   0
428, 935086,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,  18,  -7, 1096, 585, 16489,  48,  48,  48,  48, -165,  16, -559, 44,  26, -15, 23119,   0
429, 937260,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -7,   0, 1026, 514, 16311,  48,  48,  48,  48, -165,  16, -559, 18,  26, -15, 23119,   0
430, 939602,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  10,  -7,   0, 1046, 458, 16493,  48,  48,  48,  48, -165,  16, -559, 42,  26, -15, 23119,   0
431, 941774,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  17,   2,  -2, 998, 514, 16482,  48,  48,  48,  48, -165,  16, -559, 59,  26, -15, 23119,   0
432, 943947,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -9,   6,  -3, 986, 542, 16315,  48,  48,  48,  48, -165,  16, -559, 31,  26, -15, 23119,   0
433, 946196,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   4,   7,   1, 1156, 520, 16415,  48,  48,  48,  48, -155,   9, -566, 33,  26, -15, 23397,   0
434, 948172,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   5,  -7,  -1, 1029, 566, 16540,  48,  48,  48,  48, -155,   9, -566, 67,  26, -15, 23397,   0
435, 950297,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,  -2, -10, 1049, 589, 16412,  48,  48,  48,  48, -161,   9, -556, 62,  26, -15, 23416,   0
436, 952471,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  20,   8,   0, 1102, 461, 16318,  48,  48,  48,  48, -161,   9, -556, 35,  26, -15, 23416,   0
437, 954643,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -2, 1069, 557, 16427,  48,  48,  48,  48, -166,  13, -545, 39,  26, -15, 23252,   0
438, 956985,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,   4, -12, 1199, 615, 16438,  48,  48,  48,  48, -166,  13, -545, 46,  26, -15, 23252,   0
439, 959158,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,   1,  -2, 1083, 645, 16443,  48,  48,  48,  48, -164,   7, -552, 53,  26, -15, 23528,   0
440, 961332,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   5,   3, 1068, 613, 16490,  48,  48,  48,  48, -164,   7, -552, 70,  26, -14, 23528,   0
441, 963503,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  10,  -2, -11, 1150, 652, 16485,  48,  48,  48,  48, -161,   8, -557, 84,  26, -14, 23438,   0
442, 965608,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   0,   7, 996, 650, 16525,  48,  48,  48,  48, -161,   8, -557, 106,  26, -14, 23438,   0
443, 967781,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   9,   2, 1131, 640, 16345,  48,  48,  48,  48, -163,  16, -552, 78,  26, -14, 23108,   0
444, 969953,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7, -14,  -1, 1063, 693, 16369,  48,  48,  48,  48, -163,  16, -552, 61,  26, -14, 23107,   0
445, 972296,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -4,  -5,  13, 1091, 693, 16478,  48,  48,  48,  48, -163,  16, -552, 75,  26, -13, 23107,   0
446, 974468,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,  10,  16, 1123, 589, 16544,  48,  48,  48,  48, -163,  16, -552, 102,  26, -13, 23107,   0
447, 976641,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -9,   3,   7, 1075, 669, 16583,  48,  48,  48,  48, -163,  16, -552, 136,  27, -13, 23107,   0
448, 978884,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,   2, 1155, 624, 16481,  48,  48,  48,  48, -166,  12, -561, 139,  27, -13, 23297,   0
449, 980986,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,  -7,  -7, 1123, 700, 16373,  48,  48,  48,  48, -166,  12, -561, 113,  27, -13, 23296,   0
450, 983159,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,  -5,   0, 999, 662, 16622,  48,  48,  48,  48, -161,   9, -562, 155,  27, -13, 23419,   0
451, 985332,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -9,  -6,  -2, 1107, 661, 16478,  48,  48,  48,  48, -161,   9, -562, 154,  27, -12, 23418,   0
452, 987674,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -10,   0,  -4, 1016, 642, 16443,  48,  48,  48,  48, -168,   9, -545, 144,  27, -12, 23438,   0
453, 989846,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -4,   8,   2, 1088, 629, 16369,  48,  48,  48,  48, -168,   9, -545, 117,  27, -12, 23438,   0
454, 992019,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -8,   4, -12, 1151, 640, 16450,  48,  48,  48,  48, -170,   7, -546, 115,  27, -12, 23530,   0
455, 994268,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -13,   1,   7, 1061, 557, 16361,  48,  48,  48,  48, -170,   7, -546, 90,  27, -12, 23530,   0
456, 996235,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -11,  -9,  -8, 1155, 612, 16516,  48,  48,  48,  48, -161,   8, -543, 109,  27, -12, 23473,   0
457, 998370,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -13,   0,  -7, 1010, 554, 16342,  48,  48,  48,  48, -161,   8, -543, 80,  27, -12, 23473,   0
458, 1000543,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -3,  -6,   6, 1148, 560, 16411,  48,  48,  48,  48, -158,  13, -554, 74,  27, -11, 23194,   0
459, 1002716,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -8,  -2,   1, 1104, 573, 16458,  48,  48,  48,  48, -158,  13, -554, 80,  27, -11, 23194,   0
460, 1005058,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -10,  -4,  -9, 1022, 502, 16326,  48,  48,  48,  48, -149,  15, -571, 52,  27, -11, 23079,   0
461, 1007230,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -9,   6,   3, 1165, 424, 16446,  48,  48,  48,  48, -149,  15, -571, 59,  27, -11, 23080,   0
462, 1009403,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -8,   0,  10, 1038, 514, 16443,  48,  48,  48,  48, -149,  15, -571, 64,  27, -11, 23080,   0
463, 1011577,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -4,   0, -11, 1066, 521, 16307,  48,  48,  48,  48, -158,  13, -574, 33,  27, -11, 23188,   0
464, 1013681,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -9,  -1,   9, 1051, 394, 16482,  48,  48,  48,  48, -158,  13, -574, 52,  26, -11, 23188,   0
465, 1015854,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1, 1159, 572, 16477,  48,  48,  48,  48, -162,  13, -568, 66,  26, -11, 23220,   0
466, 1018027,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -19,   5,   8, 1081, 517, 16509,  48,  48,  48,  48, -162,  13, -568, 87,  26, -11, 23221,   0
467, 1020369,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -4,  -5,  -7, 875, 596, 16420,  48,  48,  48,  48, -149,  15, -572, 82,  26, -11, 23056,   0
468, 1022541,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -2,  -2,   0, 1116, 561, 16454,  48,  48,  48,  48, -149,  15, -572, 86,  26, -11, 23056,   0
469, 1024714,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   3,  11,   2, 1063, 434, 16388,  48,  48,  48,  48, -154,   9, -568, 73,  26, -11, 23362,   0
470, 1026958,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -6,  -6,   2, 948, 451, 16408,  48,  48,  48,  48, -154,   9, -568, 67,  26, -11, 23362,   0
471, 1029060,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   0,   0, 1101, 541, 16443,  48,  48,  48,  48, -155,  13, -566, 70,  26, -11, 23174,   0
472, 1031233,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,   4,   0, 1007, 414, 16470,  48,  48,  48,  48, -155,  13, -566, 80,  26, -11, 23175,   0
473, 1033406,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  10,   0,   1, 1006, 558, 16400,  48,  48,  48,  48, -156,   4, -566, 71,  26, -11, 23619,   0
