loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], magADC[0], magADC[1], magADC[2], BaroAlt (cm), debug[0], debug[1], debug[2], debug[3]
6590, 14455362,   0,   0,   3,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1454,   0,   0,   0, 685,  86,  87, -97, 12142, -7191, 20457, 685, 685, 685, 685, -197,   8, -581, 537, 12462, 12071, 12578, 12384
6591, 14457851,   0,   0,  -2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1454,   0,   0,   0, 685, -203, -202,  81, -7515, -3427, 9974, 685, 685, 685, 685, -183,  -3, -623, -1130, 12449, 12062, 12399, 12491
6592, 14459915,   0,   0,   4,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1454,   0,   0,   0, 685, 297, 298, -141, 4309, 5838, 18185, 685, 685, 685, 685, -183,  -3, -623, -492, 12467, 11956, 12362, 12414
6593, 14462190,   0,   0,  -2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1454,   0,   0,   0, 685, 127, 128,  58, 4816, -4338, 16694, 685, 685, 685, 685, -188,   5, -608, -442, 12234, 12004, 12483, 12345
6594, 14464230,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1454,   0,   0,   0, 685, -165, -164, -17, -9279, 8599, 14157, 685, 685, 685, 685, -188,   5, -608, -751, 12441, 12103, 12197, 12366
6595, 14466512,   0,   0,   9,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1453,   0,   0,   0, 684, 192, 193, -269, 11985, 3419, 22188, 684, 684, 684, 684, -193,  -3, -599, 731, 12441, 12103, 12197, 12366
6596, 14468575,   0,   0,  -2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1453,   0,   0,   0, 684,  17,  18,  86, -4208, -4914, 9795, 684, 684, 684, 684, -193,  -3, -599, -1062, 12420, 12010, 12429, 12373
6597, 14471050,   0,   0,   1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1449,   0,   0,   0, 679, -13, -12, -42, -79, 7758, 19591, 679, 679, 679, 679, -196,  -1, -606, -11, 12435, 12148, 12643, 12465
6598, 14473119,   0,   0,   2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1449,   0,   0,   0, 679, 349, 350, -76, 8830, -3088, 19775, 679, 679, 679, 679, -196,  -1, -606, 714, 12485, 11924, 12667, 12494
6599, 14475376,   0,   0,  -3,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1449,   0,   0,   0, 679, -232, -231,  88, -12200, -1958, 7817, 679, 679, 679, 679, -196,  -2, -609, -1461, 12485, 11924, 12667, 12494
6600, 14477436,   0,   0,   7,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1449,   0,   0,   0, 679, 118, 119, -216, 7568, 3408, 19978, 679, 679, 679, 679, -196,  -2, -609, -379, 12434, 11931, 12606, 12393
6601, 14479616,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1449,   0,   0,   0, 679, 362, 363,  19, 1114, -4724, 10446, 679, 679, 679, 679, -185,  -6, -590, -1891, 12645, 11813, 12609, 12426
6602, 14481924,   0,   0,  -5,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1447,   0,   0,   0, 676, -205, -204, 152, -15139, 3483, 8419, 676, 676, 676, 676, -185,  -6, -590, -3429, 12421, 11977, 12519, 12306
6603, 14483925,   0,   0,   3,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1447,   0,   0,   0, 676, 239, 240, -105, 12764, 4554, 29753, 676, 676, 676, 676, -185, -11, -610, 386, 12421, 11977, 12519, 12306
6604, 14486441,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1447,   0,   0,   0, 676, 103, 104,  26, -7426, -4657, 5942, 676, 676, 676, 676, -185, -11, -610, -2293, 12458, 11969, 12468, 12310
6605, 14488508,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1447,   0,   0,   0, 676, -464, -463,  15, 3530, 5218, 19153, 676, 676, 676, 676, -190,  -2, -587, -1230, 12447, 12029, 12319, 12311
6606, 14490763,   0,   0,   2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1444,   0,   0,   0, 672, 464, 465, -67, 18014, 808, 25089, 672, 672, 672, 672, -190,  -2, -587, 977, 12447, 12029, 12319, 12311
6607, 14492825,   0,   0,  -6,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1444,   0,   0,   0, 672, -249, -248, 189, -10820, 1411, 10091, 672, 672, 672, 672, -190,  -2, -587, -645, 12313, 11864, 12561, 12099
6608, 14495125,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1445,   0,   0,   0, 674, -179, -178,  31, 7629, 5177, 25239, 674, 674, 674, 674, -205,   3, -608, 1662, 12422, 12100, 12504, 11989
6609, 14497208,   0,   0,   4,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1445,   0,   0,   0, 674, 368, 369, -127, 19318, -5492, 21945, 674, 674, 674, 674, -205,   3, -608, 2554, 12422, 12100, 12504, 11989
6610, 14499296,   0,   0,  -5,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1445,   0,   0,   0, 674, -426, -425, 154, -16489, 2021, 6665, 674, 674, 674, 674, -191,   3, -603, -114, 12422, 12100, 12504, 11989
6611, 14501819,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1445,   0,   0,   0, 674, 143, 144, -23, 15525, -1584, 23066, 674, 674, 674, 674, -191,   3, -603, 1414, 12436, 12009, 12267, 12056
6612, 14503897,   0,   0,  -3,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1445,   0,   0,   0, 674, 131, 132, 114, 17127, -3014, 26420, 674, 674, 674, 674, -189, -11, -606, 3528, 12440, 12042, 12232, 12250
6613, 14506170,   0,   0,  -2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1446,   0,   0,   0, 675, -295, -294,  76, -15417, 6127, 7361, 675, 675, 675, 675, -189, -11, -606, 916, 12332, 11693, 12157, 12121
6614, 14508203,   0,   0,   5,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1446,   0,   0,   0, 675, 274, 275, -158, 17746, -3946, 20389, 675, 675, 675, 675, -191,  -8, -598, 1564, 12190, 11855, 12049, 11996
6615, 14510517,   0,   0,  -4,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1447,   0,   0,   0, 676, -186, -185, 117, -13624, 1965, 10135, 676, 676, 676, 676, -191,  -8, -598, -105, 12164, 11828, 12204, 11834
6616, 14512618,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1447,   0,   0,   0, 676, -208, -207,  43, -12424, 9073, 17233, 676, 676, 676, 676, -202,   5, -591, 339, 12285, 11819, 12477, 12047
6617, 14514687,   0,   0,   1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1444,   0,   0,   0, 672, 408, 409, -39, 14545, -5060, 22935, 672, 672, 672, 672, -202,   5, -591, 1739, 12391, 11897, 12322, 12139
6618, 14516726,   0,   0,  -2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1444,   0,   0,   0, 672, -514, -513,  80, -12062, 7393, 10017, 672, 672, 672, 672, -181,  -4, -594, 55, 12426, 11922, 12124, 11961
6619, 14519210,   0,   0,   2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1443,   0,   0,   0, 671, 106, 107, -80, -9223, 5665, 14244, 671, 671, 671, 671, -181,  -4, -594, -345, 12327, 11910, 12017, 11964
6620, 14521280,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1443,   0,   0,   0, 671, -91, -90,  28, 14544, -6276, 16779, 671, 671, 671, 671, -191,  -5, -594, -413, 12339, 11766, 11881, 11903
6621, 14523437,   0,   0,  -3,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1443,   0,   0,   0, 671, -302, -301, 102, -11943, 9504, 15508, 671, 671, 671, 671, -191,  -5, -594, -354, 11966, 11758, 11698, 11884
6622, 14525719,   0,   0,   2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1440,   0,   0,   0, 667, 314, 315, -86, 10674, -7515, 21482, 667, 667, 667, 667, -196,   6, -601, 796, 12091, 11918, 11982, 11959
6623, 14527767,   0,   0,  -2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1440,   0,   0,   0, 667, -368, -367,  66, -7176, 8099, 11459, 667, 667, 667, 667, -196,   6, -601, -417, 12349, 11808, 12054, 11943
6624, 14529999,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1442,   0,   0,   0, 670, -275, -274,  12, -10365, 4093, 12313, 670, 670, 670, 670, -196,   6, -601, -1237, 12412, 11852, 12184, 11958
6625, 14532033,   0,   0,   2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1442,   0,   0,   0, 670, 246, 247, -60, 12865, -5431, 18343, 670, 670, 670, 670, -200,  -5, -613, -749, 12366, 11787, 12162, 12025
6626, 14534510,   0,   0,  -4,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1444,   0,   0,   0, 672, -260, -259, 132, 5709, 4275, 17500, 672, 672, 672, 672, -200,  -5, -613, -374, 12159, 11745, 11888, 11964
6627, 14536581,   0,   0,   1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1444,   0,   0,   0, 672,  76,  77, -49, -5623, 2318, 16625, 672, 672, 672, 672, -189,  -1, -604, -179, 12283, 11812, 11838, 11904
6628, 14538857,   0,   0,   1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1444,   0,   0,   0, 672,  55,  56, -34, 7311, -1990, 16678, 672, 672, 672, 672, -189,  -1, -604, -181, 12368, 11734, 12028, 11744
6629, 14540908,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1444,   0,   0,   0, 672, -292, -292,  -2, -5465, 2290, 11318, 672, 672, 672, 672, -202,   8, -597, -1361, 12463, 12036, 12111, 12018
6630, 14543199,   0,   0,   1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1445,   0,   0,   0, 674,  37,  37, -34, -279, -317, 21533, 674, 674, 674, 674, -202,   8, -597, 143, 12471, 12009, 12312, 12215
6631, 14545305,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1445,   0,   0,   0, 674, 191, 191,   0, 5107, 2826, 17256, 674, 674, 674, 674, -201,  -8, -589, 311, 12386, 11939, 12162, 12109
6632, 14547542,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1443,   0,   0,   0, 671,  40,  40,  -7, -2909, 234, 18074, 671, 671, 671, 671, -201,  -8, -589, 717, 12537, 11736, 11790, 11972
6633, 14549585,   0,   0,   1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1443,   0,   0,   0, 671, 124, 124, -50, 6343, 1936, 13177, 671, 671, 671, 671, -187,   8, -622, -257, 12364, 11849, 11554, 11886
6634, 14551932,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1443,   0,   0,   0, 671,  70,  70,  15, 2752, 4933, 11627, 671, 671, 671, 671, -187,   8, -622, -1405, 12461, 11786, 12129, 11878
6635, 14554238,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1441,   0,   0,   0, 668, -179, -179,  -6, -38, -3005, 22984, 668, 668, 668, 668, -191, -19, -594, 441, 12427, 11886, 12123, 12041
6636, 14556279,   0,   0,  -3,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1441,   0,   0,   0, 668,  34,  34, 101, 3103, 5325, 12537, 668, 668, 668, 668, -191, -19, -594, -582, 12328, 11798, 12142, 12094
6637, 14558580,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1440,   0,   0,   0, 667, -92, -92, -11, 1412, 2846, 14522, 667, 667, 667, 667, -189,  -9, -602, -956, 12317, 11769, 11922, 11967
6638, 14560685,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1440,   0,   0,   0, 667, -154, -154,  46, -2033, -5874, 14551, 667, 667, 667, 667, -189,  -9, -602, -1321, 12185, 11547, 11692, 11884
6639, 14562934,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1439,   0,   0,   0, 666,   7,   7,  51, 4398, 5881, 10555, 666, 666, 666, 666, -199,  -5, -599, -2584, 12248, 11747, 11734, 11857
6640, 14564966,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1439,   0,   0,   0, 666, -252, -252,  -6, -484, -5029, 28595, 666, 666, 666, 666, -199,  -5, -599, 846, 12247, 11873, 11931, 11950
6641, 14567446,   0,   0,  -4,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1440,   0,   0,   0, 667,  88,  88, 124, -5968, -5114, 13997, 667, 667, 667, 667, -199,  -5, -599, 114, 12247, 11914, 12100, 12022
6642, 14569525,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1440,   0,   0,   0, 667, -284, -284, -12, 7234, 6018, 12080, 667, 667, 667, 667, -181,   9, -630, -1012, 12099, 11748, 11989, 11963
6643, 14571663,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1440,   0,   0,   0, 667, -285, -285,  51, -6222, -7002, 18552, 667, 667, 667, 667, -181,   9, -630, -322, 12092, 11693, 11734, 11863
6644, 14573978,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1441,   0,   0,   0, 668, -13, -13,  41, -4085, -2638, 4117, 668, 668, 668, 668, -203,  -6, -585, -3369, 11905, 11795, 11828, 11810
6645, 14576069,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1441,   0,   0,   0, 668, -286, -286,  49, 9248, 6899, 27327, 668, 668, 668, 668, -203,  -6, -585, -113, 11844, 11631, 11900, 11873
6646, 14578316,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1440,   0,   0,   0, 667,  93,  93,  43, -6900, -7609, 9948, 667, 667, 667, 667, -196,   1, -597, -1737, 12030, 11540, 11985, 12060
6647, 14580360,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1440,   0,   0,   0, 667, -97, -97,  22, -1680, 2453, -1428, 667, 667, 667, 667, -196,   1, -597, -5943, 12133, 11664, 11850, 12122
6648, 14582836,   0,   0,   1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1446,   0,   0,   0, 675, -192, -192, -39, 4432, 1096, 29971, 675, 675, 675, 675, -193,  -6, -595, -1633, 12167, 11550, 11948, 12121
6649, 14584918,   0,   0,  -2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1446,   0,   0,   0, 675, 222, 222,  62, -4023, -2359, 1020, 675, 675, 675, 675, -193,  -6, -595, -5261, 12114, 11590, 11980, 12016
6650, 14587180,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1442,   0,   0,   0, 670, -123, -123,  32, 7594, 7856, 29965, 670, 670, 670, 670, -182,  -1, -590, -1021, 12182, 11545, 11950, 11860
6651, 14589217,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1442,   0,   0,   0, 670,  19,  19, -11, 1371, -3331, 29980, 670, 670, 670, 670, -182,  -1, -590, 2524, 12078, 11646, 12043, 12035
6652, 14591522,   0,   0,  -2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1440,   0,   0,   0, 667,  79,  79,  63, -1378, 5462, -1383, 667, 667, 667, 667, -195,   2, -611, -2294, 12106, 11432, 11950, 11867
6653, 14593557,   0,   0,   4,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1440,   0,   0,   0, 667, -185, -185, -131, 3711, -1947, 29971, 667, 667, 667, 667, -195,   2, -611, 1430, 12116, 11570, 11839, 11831
6654, 14595733,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1440,   0,   0,   0, 667, 110, 110,  15, -1713, -8141, 29219, 667, 667, 667, 667, -185,   0, -606, 4386, 12161, 11836, 11627, 11840
6655, 14598224,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1442,   0,   0,   0, 670,  23,  23,  -6, 4051, 11810, 5034, 670, 670, 670, 670, -185,   0, -606, 918, 12071, 11861, 11834, 11685
6656, 14600287,   0,   0,   2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1442,   0,   0,   0, 670, 104, 104, -67, -346, -7396, 29983, 670, 670, 670, 670, -185,   0, -606, 4136, 12211, 11770, 11984, 11853
6657, 14602570,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1438,   0,   0,   0, 664,  66,  66,  16, -3648, -10378, 11433, 664, 664, 664, 664, -185,   0, -606, 2174, 12108, 11642, 11971, 11970
6658, 14604609,   0,   0,   4,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1438,   0,   0,   0, 664,  13,  13, -127, 8266, 13584, 11974, 664, 664, 664, 664, -185,   0, -606, 774, 12201, 11718, 11906, 11885
6659, 14606908,   0,   0,   3,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1439,   0,   0,   0, 666, -53, -53, -113, -2198, -10753, 29988, 666, 666, 666, 666, -193,   0, -577, 4003, 12168, 11493, 12050, 11960
6660, 14608946,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1439,   0,   0,   0, 666,   6,   6,  57, 4605, 13828, 2746, 666, 666, 666, 666, -193,   0, -577, 32, 12011, 11571, 12055, 11902
6661, 14611427,   0,   0,   3,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1439,   0,   0,   0, 666, 130, 130, -101, 4899, 4857, 18248, 666, 666, 666, 666, -202, -15, -592, 490, 12106, 11775, 12163, 12007
6662, 14613502,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1439,   0,   0,   0, 666, -181, -181,  40, -3594, -11006, 10849, 666, 666, 666, 666, -202, -15, -592, -1070, 12073, 11741, 11790, 11918
6663, 14615660,   0,   0,   2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1439,   0,   0,   0, 666, 137, 137, -66, 8402, 13020, 12412, 666, 666, 666, 666, -186,   6, -596, -1868, 11939, 11652, 11887, 11788
6664, 14617944,   0,   0,   3,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1439,   0,   0,   0, 666,  26,  26, -88, 3696, -1744, 29972, 666, 666, 666, 666, -186,   6, -596, 1789, 11936, 11565, 11739, 11866
6665, 14619983,   0,   0,  -2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1439,   0,   0,   0, 666, -86, -86,  83, -3119, 1406, 10369, 666, 666, 666, 666, -194,  -4, -621, 35, 11834, 11733, 11769, 11752
6666, 14622292,   0,   0,   3,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1438,   0,   0,   0, 664, 217, 217, -88, 4104, 893, 18827, 664, 664, 664, 664, -194,  -4, -621, 605, 11943, 11592, 11662, 11754
6667, 14624324,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1438,   0,   0,   0, 664, -172, -172,  32, -3033, -4681, 13623, 664, 664, 664, 664, -205,   5, -585, -210, 12062, 11781, 11825, 11875
6668, 14626816,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1438,   0,   0,   0, 664, -60, -60,  27, 4668, 11001, 2062, 664, 664, 664, 664, -205,   5, -585, -3738, 11738, 11704, 11738, 11834
6669, 14628881,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1438,   0,   0,   0, 664, 199, 199,  -3, 893, -5745, 28549, 664, 664, 664, 664, -195,  -1, -584, -168, 12016, 11507, 11749, 11702
6670, 14631157,   0,   0,  -4,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1437,   0,   0,   0, 663, -287, -287, 116, -543, 1701, 10241, 663, 663, 663, 663, -195,  -1, -584, -1679, 11921, 11733, 11999, 11920
6671, 14633194,   0,   0,  -2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1437,   0,   0,   0, 663, 348, 348,  59, 1609, -978, 15739, 663, 663, 663, 663, -195, -11, -594, -1621, 11789, 11461, 12187, 11992
6672, 14635507,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1436,   0,   0,   0, 662,  40,  40,  24, -2444, -11337, 25507, 662, 662, 662, 662, -195, -11, -594, 831, 11826, 11619, 12100, 11793
6673, 14637621,   0,   0,  -2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1436,   0,   0,   0, 662, -152, -152,  84, 6243, 10578, 5832, 662, 662, 662, 662, -203,  -4, -595, -1924, 11982, 11442, 11829, 11669
6674, 14639853,   0,   0,  -3,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1437,   0,   0,   0, 663, 428, 428, 102, 3865, 12929, 8191, 663, 663, 663, 663, -203,  -4, -595, -3603, 11770, 11593, 11662, 11930
6675, 14641855,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1437,   0,   0,   0, 663, -194, -194,  28, -1453, -9533, 26279, 663, 663, 663, 663, -203,  -4, -595, -649, 11770, 11593, 11662, 11930
6676, 14644237,   0,   0,  -3,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1437,   0,   0,   0, 663, 180, 180,  94, 6230, 12780, 8749, 663, 663, 663, 663, -192,  -8, -609, -2411, 11943, 11527, 11845, 11892
6677, 14646520,   0,   0,   2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1436,   0,   0,   0, 662, 241, 241, -71, -4263, -10008, 22599, 662, 662, 662, 662, -192,  -8, -609, -545, 11943, 11527, 11845, 11892
6678, 14648577,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1436,   0,   0,   0, 662, -116, -116,   0, 4355, -3936, 28629, 662, 662, 662, 662, -193,   6, -589, 2530, 12083, 11543, 11745, 12003
6679, 14650887,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1439,   0,   0,   0, 666, 441, 441,  57, -1074, 7231, 7117, 666, 666, 666, 666, -193,   6, -589, -110, 12087, 11745, 11872, 11957
6680, 14652984,   0,   0,   2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1439,   0,   0,   0, 666,  26,  26, -67, -294, -5440, 26990, 666, 666, 666, 666, -200,  -3, -598, 2519, 11884, 11792, 11997, 11743
6681, 14655230,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1437,   0,   0,   0, 663, -78, -78,  15, 9271, 894, 21298, 663, 663, 663, 663, -200,  -3, -598, 3267, 11897, 11847, 11996, 11692
6682, 14657271,   0,   0,   2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1437,   0,   0,   0, 663, 127, 127, -61, -4682, 2742, 5630, 663, 663, 663, 663, -182,   2, -598, 126, 11862, 11785, 11955, 11875
6683, 14659753,   0,   0,   2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1436,   0,   0,   0, 662, -244, -244, -82, 5803, -1396, 29279, 662, 662, 662, 662, -182,   2, -598, 3273, 11993, 11667, 11921, 11936
6684, 14661825,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1436,   0,   0,   0, 662, 208, 208,  44, -1315, 6024, 5969, 662, 662, 662, 662, -191, -11, -593, 219, 11954, 11667, 11809, 12145
6685, 14664099,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1436,   0,   0,   0, 662, -174, -174,  13, -9158, 1034, 9329, 662, 662, 662, 662, -191, -11, -593, -1482, 11860, 11706, 11853, 11943
6686, 14666140,   0,   0,   2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1436,   0,   0,   0, 662,  -4,  -4, -82, 10322, -1926, 22548, 662, 662, 662, 662, -201,   2, -585, 144, 12099, 11860, 11970, 11777
6687, 14668373,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1436,   0,   0,   0, 662, 165, 165,  14, -6443, 4671, 4819, 662, 662, 662, 662, -201,   2, -585, -2673, 11948, 11614, 11689, 11862
6688, 14670616,   0,   0,   2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1431,   0,   0,   0, 655, -353, -353, -74, -9058, 3466, 20014, 655, 655, 655, 655, -198, -18, -601, -1199, 11919, 11650, 11694, 11931
6689, 14672652,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1431,   0,   0,   0, 655, 138, 138, -15, 10985, -1688, 22211, 655, 655, 655, 655, -198, -18, -601, 291, 12161, 11681, 11856, 11954
6690, 14675138,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1431,   0,   0,   0, 655, -125, -125,  19, -10972, 2142, 9248, 655, 655, 655, 655, -193,   1, -593, -1404, 11968, 11632, 12184, 11761
6691, 14677184,   0,   0,   3,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1431,   0,   0,   0, 655, -127, -127, -113, 12540, -1452, 22387, 655, 655, 655, 655, -193,   1, -593, 146, 11968, 11632, 12184, 11761
6692, 14679486,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1433,   0,   0,   0, 658, 260, 260,  10, 8449, -1233, 6616, 658, 658, 658, 658, -193,   1, -593, -2474, 11707, 11578, 11955, 11717
6693, 14681516,   0,   0,   1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1433,   0,   0,   0, 658, -386, -386, -41, -8551, 5732, 21291, 658, 658, 658, 658, -182,  -3, -586, -687, 11860, 11541, 11983, 11904
6694, 14683827,   0,   0,   2,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1434,   0,   0,   0, 659, -133, -133, -61, 2688, 695, 29978, 659, 659, 659, 659, -182,  -3, -586, 2821, 11789, 11665, 12012, 11804
6695, 14685862,   0,   0,  -1,   0,   0,  -2,   0,   0,   0,   0,   0,   0,   0,   0, 1434,   0,   0,   0, 659,   7,   7,  47, 1694, 1004, 4309, 659, 659, 659, 659, -203,  -1, -610, -682, 11907, 11686, 11981, 11771
