0.047917;0.063180;1.017303;-0.256351;0.134067;-0.016191;
0.041606;0.063167;1.020646;-0.042611;-0.262879;0.105947;
0.053863;0.054461;1.018241;0.048993;-0.308681;0.029611;
0.027786;0.047973;1.010911;0.064260;-0.087307;-0.176496;
0.042939;0.072862;1.012223;0.140596;-0.117841;0.075412;
0.021846;0.048783;1.002501;0.064260;-0.064406;-0.130695;
0.044039;0.046045;1.008661;-0.012076;-0.033872;0.151748;
0.036293;0.053915;1.022398;-0.042611;0.164602;0.151748;
0.052024;0.054496;1.026798;0.201664;0.172235;0.105947;
0.046968;0.052702;1.020815;-0.004443;-0.186543;-0.138328;
0.032832;0.052074;1.007854;0.178764;-0.194177;0.021977;
0.033354;0.063544;1.023722;-0.065511;-0.194177;0.121214;
0.034958;0.052810;1.017949;0.140596;0.011930;0.044878;
0.040955;0.055074;1.019538;0.056626;-0.056772;0.205183;
0.040581;0.048185;1.016490;0.026092;-0.209444;-0.207030;
0.049344;0.064133;1.010961;-0.057878;-0.072040;0.044878;
0.046005;0.061515;1.026570;-0.111313;-0.072040;0.021977;
0.042671;0.047937;1.009160;0.041359;-0.285780;0.189916;
0.028112;0.052725;1.018096;-0.012076;-0.117841;-0.016191;
0.048397;0.063889;1.014132;0.148229;0.027197;0.075412;
0.046330;0.051592;1.013679;0.018458;-0.140742;-0.008557;
0.034686;0.041127;1.003307;0.163496;-0.262879;-0.184130;
0.049501;0.069418;1.021830;-0.241084;0.072999;0.121214;
0.035731;0.060552;1.011206;0.110061;-0.117841;-0.023824;
0.046377;0.059076;1.008393;0.041359;-0.125475;0.044878;
0.025018;0.059639;1.017662;0.056626;-0.041505;-0.130695;
0.031375;0.064818;1.017337;0.102428;-0.018605;0.151748;
0.027438;0.052041;1.006796;0.140596;-0.125475;0.113580;
0.047497;0.045546;1.013117;0.033725;-0.163643;0.037244;
0.048531;0.063782;1.006285;-0.004443;0.118800;-0.000924;
0.049381;0.062319;1.020254;0.125328;-0.163643;0.044878;
0.058700;0.059979;1.012750;0.087160;0.088266;0.075412;
0.039553;0.050867;1.003027;0.117695;-0.049139;0.037244;
0.033112;0.060040;1.018273;0.033725;-0.026238;0.006710;
0.023701;0.043668;1.013488;0.201664;0.019563;0.037244;
0.047116;0.054231;1.008088;0.186397;-0.094940;0.090679;
0.042480;0.047751;1.013813;0.064260;-0.064406;-0.031458;
0.048032;0.055156;1.018414;-0.050244;-0.049139;0.250985;
0.051610;0.058493;1.018023;0.064260;-0.102574;-0.061992;
0.044228;0.043680;1.013044;0.148229;-0.293414;-0.023824;
0.035147;0.065564;1.022551;-0.286885;-0.087307;0.136481;
0.031427;0.063715;1.025169;0.102428;0.065365;-0.061992;
0.035480;0.054027;1.016012;0.003191;-0.262879;0.136481;
0.034084;0.044246;1.001873;0.155863;-0.285780;-0.229931;
0.048265;0.067010;1.011233;-0.111313;-0.094940;0.243351;
0.050254;0.051787;1.013983;0.132962;-0.133108;-0.031458;
0.045838;0.051335;1.014404;0.171130;0.072999;-0.092527;
0.036752;0.059948;1.016607;-0.012076;-0.079673;-0.016191;
0.047442;0.066204;1.025677;0.079527;-0.041505;0.098313;
0.037534;0.055844;1.016804;0.239832;0.011930;-0.191763;
0.019039;0.042971;1.014637;0.430672;-0.194177;-0.023824;
0.038336;0.056647;1.019034;-0.157114;-0.308681;0.128847;
0.038451;0.053044;1.022416;0.117695;-0.148376;0.113580;
0.058302;0.058201;1.025961;-0.103679;-0.049139;0.136481;
0.024704;0.043953;0.996095;0.026092;-0.194177;-0.291000;
0.038050;0.062404;1.013473;-0.004443;-0.323948;0.136481;
0.035130;0.056007;1.019224;-0.034977;-0.094940;0.006710;
0.028732;0.054260;1.004149;0.339069;-0.163643;-0.031458;
0.035419;0.059311;1.010693;0.048993;-0.156009;-0.039092;
0.044555;0.073071;1.004402;0.125328;-0.148376;0.212817;
0.046989;0.047144;1.024168;0.071893;-0.018605;-0.100160;
0.048551;0.041946;1.013570;0.140596;-0.010971;-0.069626;
0.042194;0.057929;1.010524;0.018458;-0.033872;-0.100160;
0.038457;0.043976;1.019096;0.171130;-0.110208;-0.016191;
0.032884;0.048867;1.005111;-0.080778;-0.041505;0.136481;
0.020615;0.043369;1.003140;0.201664;-0.110208;-0.291000;
0.035260;0.056359;1.009422;0.102428;-0.133108;0.037244;
0.037922;0.053442;1.018000;-0.004443;-0.217078;0.060145;
0.054366;0.047760;1.025263;-0.012076;-0.026238;0.128847;
0.039377;0.047685;1.019654;0.209298;-0.049139;-0.008557;
0.039081;0.056693;1.019780;-0.065511;-0.064406;0.037244;
0.044936;0.057646;1.015463;0.071893;-0.117841;-0.000924;
0.028860;0.050902;1.007535;0.018458;-0.041505;0.113580;
0.033226;0.052246;1.018407;0.010825;-0.270513;-0.031458;
0.030412;0.065948;1.014397;0.087160;-0.033872;-0.054359;
0.048284;0.070062;1.019860;-0.034977;-0.102574;-0.039092;
0.049023;0.045677;1.017064;0.148229;-0.270513;-0.031458;
0.048494;0.065615;1.015139;-0.164748;0.172235;-0.084893;
0.035286;0.060114;1.016098;0.018458;-0.018605;-0.084893;
0.033439;0.058267;1.012612;0.262733;-0.369750;-0.054359;
0.023742;0.045797;1.008860;0.239832;-0.201811;-0.039092;
0.044061;0.067926;1.004320;-0.004443;-0.140742;0.029611;
0.036054;0.036454;1.012823;0.140596;-0.056772;-0.023824;
0.046932;0.056834;1.003219;0.010825;-0.117841;0.083046;
0.043424;0.057530;1.012498;0.003191;-0.163643;-0.039092;
0.054790;0.059800;1.013428;0.041359;-0.010971;0.105947;
0.039021;0.055219;1.002347;0.102428;-0.087307;0.021977;
0.022960;0.046658;1.020387;0.056626;-0.163643;-0.069626;
0.032555;0.058090;1.020198;-0.012076;0.057731;0.098313;
0.031258;0.053765;1.012025;0.239832;-0.010971;0.014344;
