-0.011;0.011;0.990;-0.819;-0.176;-0.028;
0.000;-0.049;1.012;-0.713;-0.611;-0.524;
-0.043;-0.018;0.950;0.692;0.038;-0.768;
-0.103;0.060;0.979;0.058;0.931;-0.364;
0.009;0.074;0.937;-0.171;0.878;0.056;
-0.060;0.080;1.006;-0.858;0.007;0.453;
0.034;-0.015;0.990;0.715;-0.107;0.438;
-0.015;0.032;0.922;-1.316;-0.428;0.354;
-0.111;0.015;1.026;0.974;-1.374;-0.409;
-0.061;0.014;1.026;0.883;0.122;-0.432;
-0.069;0.023;1.078;-0.415;0.717;-0.234;
-0.010;0.020;1.024;-0.491;-0.420;0.591;
0.001;-0.023;1.023;0.020;0.053;1.010;
0.014;0.001;1.030;-0.400;0.160;0.117;
-0.014;-0.008;0.955;0.524;-0.939;-1.028;
-0.038;-0.001;0.984;0.440;-0.069;-1.806;
-0.026;0.033;0.966;-0.636;0.771;-0.799;
-0.052;0.032;0.955;-0.430;-0.519;0.384;
-0.043;0.021;0.968;-0.888;0.061;1.858;
0.021;0.025;0.974;0.639;0.565;1.904;
-0.040;0.027;0.967;0.058;-0.176;0.278;
-0.062;0.059;0.982;0.493;-0.382;-1.616;
-0.059;0.014;0.998;0.165;-0.351;-2.158;
-0.128;0.020;1.075;1.081;-0.863;-1.226;
-0.075;0.039;1.005;-1.094;-0.069;0.682;
-0.082;0.000;0.984;-0.048;-0.222;2.293;
-0.065;-0.015;1.049;0.379;-0.451;1.583;
-0.022;-0.004;1.011;0.119;-0.206;-0.806;
-0.063;-0.003;0.999;0.547;-0.909;-2.104;
-0.056;0.007;1.020;-0.384;-0.855;-1.867;
-0.018;0.004;0.984;-0.102;-0.176;-0.081;
-0.004;0.026;0.958;-0.865;0.504;1.751;
-0.089;-0.006;0.999;0.982;-0.634;2.079;
-0.035;0.065;0.892;0.341;0.504;0.797;
-0.111;0.066;1.035;0.791;0.557;-0.722;
-0.138;0.045;1.029;0.364;-0.535;-1.631;
-0.012;-0.002;1.023;-0.361;-0.351;-0.967;
-0.039;-0.009;0.999;-0.583;-0.733;0.224;
-0.020;-0.013;1.024;0.326;-0.626;0.911;
-0.043;-0.025;0.988;0.684;0.374;0.995;
-0.029;0.017;1.030;0.112;1.168;-0.135;
-0.034;0.032;0.946;-0.415;0.427;-0.379;
-0.058;0.002;1.017;-0.010;0.015;-0.409;
-0.002;0.006;0.975;-0.881;-0.267;0.194;
-0.022;-0.003;0.992;0.608;-0.947;0.285;
-0.093;0.034;1.034;1.226;-0.832;0.094;
-0.082;0.034;1.048;-0.140;0.175;-0.471;
-0.126;0.058;1.015;0.608;0.549;-0.455;
-0.035;0.008;1.052;-0.194;1.046;0.278;
0.003;0.009;0.989;-0.346;-0.283;0.522;
-0.011;-0.016;0.986;-0.331;-0.970;0.323;
0.006;-0.023;0.894;-0.499;-0.588;-0.455;
-0.124;0.020;0.960;0.997;-0.993;-0.829;
-0.132;0.037;1.041;0.509;0.595;-0.516;
-0.071;0.056;0.995;0.005;0.145;0.216;
-0.032;0.008;1.054;-0.339;-0.008;1.117;
-0.053;0.005;1.035;0.608;-0.664;1.133;
-0.043;0.053;1.022;0.356;-0.260;0.201;
-0.064;0.001;1.048;1.043;-0.451;-1.219;
-0.043;0.017;0.992;0.440;-0.176;-1.379;
-0.050;-0.008;0.996;-0.949;0.771;-0.326;
-0.079;0.007;0.959;-0.285;-0.428;1.468;
-0.027;0.010;0.971;-0.392;0.015;1.835;
-0.094;0.057;1.008;0.264;0.351;0.842;
0.034;0.045;0.965;1.119;0.839;-0.829;
-0.065;0.006;1.005;0.677;-0.046;-1.654;
-0.125;0.054;1.030;0.929;-0.863;-1.371;
-0.094;0.016;1.046;-0.827;0.015;0.522;
-0.064;-0.010;1.029;-0.537;-0.916;1.743;
-0.011;-0.031;0.945;-0.758;-0.138;1.514;
-0.018;0.014;1.088;1.264;0.939;0.056;
0.075;0.028;0.999;0.394;1.626;-1.623;
-0.029;0.030;1.003;0.089;0.214;-1.700;
-0.037;0.039;0.925;-0.529;-0.504;-0.303;
-0.085;-0.018;0.985;-0.529;-0.176;1.247;
-0.084;0.025;0.989;-0.560;-0.199;1.934;
-0.072;-0.010;1.008;0.944;-0.191;0.804;
-0.105;0.012;1.051;0.654;0.618;-0.860;
-0.006;0.007;0.977;0.188;0.771;-1.585;
-0.058;0.033;1.047;-0.064;-0.054;-0.730;
-0.004;0.017;1.032;-0.155;-1.031;0.400;
0.008;-0.023;0.974;-0.621;-0.260;1.400;
-0.033;0.017;0.956;-0.048;0.229;0.842;
-0.074;0.005;0.950;-0.293;0.878;-0.341;
-0.113;0.061;0.999;0.448;0.290;-1.150;
-0.061;0.047;1.083;0.181;0.542;-0.478;
