55.863007;9.828356;55.863007;9.828356;0.00;0.00;4.08;-21.49;303.61;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;3.64;-21.97;303.56;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;3.25;-22.55;303.85;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;3.20;-23.11;304.01;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;3.33;-23.63;304.50;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;3.47;-24.25;305.41;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;3.48;-24.94;305.45;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;3.34;-25.61;306.12;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;3.26;-26.13;306.42;
55.863007;9.828356;55.863007;9.828357;-0.01;0.01;3.35;-26.36;306.66;
55.863007;9.828356;55.863007;9.828357;-0.01;0.01;3.48;-26.34;306.40;
55.863007;9.828356;55.863007;9.828357;-0.01;0.01;3.47;-26.10;305.51;
55.863007;9.828356;55.863007;9.828357;-0.01;0.01;3.50;-25.74;304.46;
55.863007;9.828356;55.863007;9.828357;-0.01;0.01;3.71;-25.46;304.18;
55.863007;9.828356;55.863007;9.828357;-0.01;0.01;3.80;-25.32;303.74;
55.863007;9.828356;55.863007;9.828357;-0.01;0.01;3.65;-25.11;303.11;
55.863007;9.828356;55.863007;9.828357;-0.01;0.01;3.36;-24.68;301.98;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;3.15;-24.24;301.49;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;3.10;-23.85;301.13;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;3.14;-23.69;301.15;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;3.22;-23.41;301.21;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;3.27;-23.03;301.24;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;3.21;-22.76;300.90;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;3.09;-22.54;300.91;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;2.91;-22.36;300.22;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;2.80;-22.19;300.53;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;2.73;-22.02;300.25;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;2.65;-21.70;299.81;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;2.61;-21.39;299.77;
55.863007;9.828356;55.863007;9.828358;-0.01;0.02;2.66;-20.97;299.64;
55.863007;9.828356;55.863007;9.828358;-0.01;0.02;2.73;-20.46;299.37;
55.863007;9.828356;55.863007;9.828358;-0.01;0.02;2.82;-20.04;299.30;
55.863007;9.828356;55.863007;9.828358;-0.01;0.02;2.80;-19.76;299.64;
55.863007;9.828356;55.863007;9.828358;-0.01;0.02;2.72;-19.51;299.62;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;2.63;-19.11;299.58;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;2.75;-18.52;299.16;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;2.86;-17.96;298.75;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;2.89;-17.55;298.46;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;2.77;-17.30;298.20;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;2.57;-16.98;298.14;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;2.39;-16.58;297.90;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;2.19;-16.07;297.71;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;1.88;-15.29;297.26;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;1.44;-14.13;295.85;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;0.87;-12.63;293.94;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;0.17;-10.98;291.60;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-0.64;-9.36;289.97;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-1.49;-7.90;288.91;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-2.32;-6.63;288.32;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-3.09;-5.57;288.19;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-3.76;-4.67;288.30;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-4.34;-3.92;289.00;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-4.82;-3.40;290.06;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-5.25;-3.19;291.31;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-5.59;-3.27;292.50;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-5.86;-3.49;294.72;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-6.10;-3.69;296.39;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-6.32;-3.78;297.50;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-6.57;-3.68;297.90;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-6.89;-3.49;298.00;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-7.23;-3.35;298.74;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-7.58;-3.33;298.95;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-7.97;-3.36;299.48;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-8.35;-3.32;299.96;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-8.72;-3.18;299.82;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-9.06;-2.96;299.83;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-9.33;-2.74;299.96;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-9.50;-2.59;300.01;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-9.52;-2.53;300.34;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-9.43;-2.58;301.20;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-9.21;-2.65;301.82;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-8.85;-2.60;302.62;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-8.38;-2.43;302.74;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-7.89;-2.15;303.15;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-7.42;-1.85;302.93;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-6.92;-1.61;303.27;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-6.34;-1.46;303.59;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-5.65;-1.40;304.29;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-4.94;-1.40;304.85;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-4.26;-1.51;305.25;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-3.54;-1.68;305.87;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-2.74;-1.87;306.24;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-1.90;-2.04;306.51;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-1.12;-2.18;307.09;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-0.54;-2.28;306.57;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;-0.05;-2.31;305.89;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;0.40;-2.26;305.40;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;0.87;-2.19;304.60;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;1.29;-2.15;304.09;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;1.56;-2.16;303.15;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;1.76;-2.17;302.48;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;1.94;-2.13;301.93;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;2.09;-2.07;300.72;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;2.17;-2.02;300.11;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;2.11;-1.98;299.31;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;1.97;-1.93;298.34;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;1.76;-1.82;297.05;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;1.52;-1.64;295.69;
55.863007;9.828356;55.863007;9.828356;0.00;0.00;1.24;-1.40;294.52;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;0.87;-1.13;293.21;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;0.40;-0.91;292.13;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-0.10;-0.75;291.40;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-0.57;-0.62;290.30;
55.863007;9.828356;55.863007;9.828357;-0.00;0.01;-0.99;-0.51;289.33;
55.863007;9.828356;55.863010;9.828357;-0.04;-0.00;-1.39;-0.43;288.86;
55.863007;9.828356;55.863010;9.828357;-0.04;-0.00;-1.79;-0.38;288.39;
55.863007;9.828356;55.863010;9.828357;-0.04;-0.00;-2.15;-0.36;288.04;
55.863007;9.828356;55.863010;9.828357;-0.04;-0.00;-2.41;-0.43;287.65;
55.863007;9.828356;55.863010;9.828357;-0.04;-0.00;-2.53;-0.58;287.42;
55.863007;9.828356;55.863010;9.828358;-0.04;0.01;-2.55;-0.78;286.96;
55.863007;9.828356;55.863010;9.828358;-0.04;0.01;-2.52;-0.96;286.66;
55.863007;9.828356;55.863010;9.828358;-0.04;0.01;-2.48;-1.08;286.28;
55.863007;9.828356;55.863010;9.828358;-0.04;0.01;-2.42;-1.14;285.90;
55.863007;9.828356;55.863010;9.828358;-0.04;0.01;-2.33;-1.13;285.30;
55.863007;9.828356;55.863010;9.828358;-0.04;0.01;-2.24;-1.04;284.38;
55.863007;9.828356;55.863010;9.828358;-0.04;0.01;-2.16;-0.92;283.48;
55.863007;9.828356;55.863010;9.828358;-0.04;0.01;-2.08;-0.79;282.74;
55.863007;9.828356;55.863010;9.828358;-0.04;0.01;-1.98;-0.71;281.94;
55.863007;9.828356;55.863010;9.828358;-0.04;0.01;-1.83;-0.73;281.32;
55.863007;9.828356;55.863010;9.828359;-0.04;0.02;-1.61;-0.85;281.21;
55.863007;9.828356;55.863010;9.828359;-0.04;0.02;-1.33;-1.01;280.61;
55.863007;9.828356;55.863010;9.828359;-0.04;0.02;-1.02;-1.19;280.11;
55.863007;9.828356;55.863010;9.828359;-0.04;0.02;-0.71;-1.33;280.24;
55.863007;9.828356;55.863010;9.828359;-0.04;0.02;-0.43;-1.36;279.65;
55.863007;9.828356;55.863010;9.828359;-0.04;0.02;-0.15;-1.26;278.97;
55.863007;9.828356;55.863010;9.828359;-0.04;0.02;0.12;-1.06;278.02;
55.863007;9.828356;55.863010;9.828359;-0.04;0.02;0.38;-0.78;276.83;
55.863007;9.828356;55.863010;9.828359;-0.04;0.02;0.58;-0.41;275.67;
55.863007;9.828356;55.863010;9.828359;-0.04;0.03;0.74;0.00;274.63;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;0.89;0.35;274.06;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;1.06;0.57;273.71;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;1.22;0.67;273.47;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;1.32;0.72;272.86;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;1.33;0.76;272.54;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;1.26;0.78;272.11;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;1.11;0.81;271.92;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;0.91;0.86;271.40;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;0.66;0.97;270.74;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;0.37;1.12;270.06;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;0.02;1.27;269.19;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;-0.39;1.38;268.48;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;-0.78;1.42;268.44;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;-1.15;1.38;268.34;
55.863007;9.828356;55.863010;9.828360;-0.04;0.04;-1.46;1.27;267.77;
55.863007;9.828356;55.863010;9.828361;-0.04;0.05;-1.70;1.14;267.36;
55.863007;9.828356;55.863010;9.828361;-0.04;0.05;-1.87;1.03;267.03;
55.863007;9.828356;55.863010;9.828361;-0.04;0.05;-1.97;0.95;266.36;
55.863007;9.828356;55.863010;9.828361;-0.03;0.05;-2.03;0.95;265.81;
55.863007;9.828356;55.863010;9.828361;-0.03;0.05;-2.05;1.08;264.56;
55.863007;9.828356;55.863014;9.828361;-0.07;0.06;-2.04;1.30;263.28;
55.863007;9.828356;55.863014;9.828361;-0.07;0.06;-2.01;1.59;261.62;
55.863007;9.828356;55.863014;9.828361;-0.07;0.06;-1.97;1.92;260.56;
55.863007;9.828356;55.863014;9.828361;-0.07;0.06;-1.91;2.26;259.26;
55.863007;9.828356;55.863014;9.828361;-0.06;0.06;-1.84;2.61;257.93;
55.863007;9.828356;55.863014;9.828362;-0.06;0.07;-1.76;2.98;256.67;
55.863007;9.828356;55.863014;9.828362;-0.06;0.07;-1.68;3.36;255.50;
55.863007;9.828356;55.863014;9.828362;-0.06;0.08;-1.58;3.69;254.31;
55.863007;9.828356;55.863014;9.828362;-0.06;0.08;-1.48;4.01;253.35;
55.863007;9.828356;55.863014;9.828362;-0.06;0.08;-1.36;4.35;252.38;
55.863007;9.828356;55.863014;9.828362;-0.05;0.08;-1.21;4.76;250.70;
55.863007;9.828356;55.863014;9.828362;-0.05;0.08;-1.02;5.16;249.23;
55.863007;9.828356;55.863014;9.828362;-0.05;0.08;-0.79;5.51;247.61;
55.863007;9.828356;55.863014;9.828362;-0.05;0.08;-0.55;5.78;246.47;
55.863007;9.828356;55.863014;9.828362;-0.05;0.08;-0.31;5.95;245.65;
55.863007;9.828356;55.863014;9.828362;-0.05;0.08;-0.07;6.00;245.10;
55.863007;9.828356;55.863014;9.828362;-0.04;0.08;0.19;5.91;244.92;
