55.865917;9.828230;55.865917;9.828230;0.00;0.00;-3.04;0.54;141.95;12;0.577232;-0.577232;-0.577232;-0.577232;
55.865917;9.828230;55.865917;9.828230;0.00;0.00;-3.04;0.54;143.27;12;0.591872;-0.591872;-0.591872;-0.591872;
55.865917;9.828230;55.865917;9.828230;0.00;0.00;-3.04;0.54;139.37;12;0.548570;-0.548570;-0.548570;-0.548570;
55.865917;9.828230;55.865917;9.828230;0.00;0.00;-3.01;0.50;140.13;12;0.557038;-0.557038;-0.557038;-0.557038;
55.865917;9.828230;55.865917;9.828231;0.00;0.00;-2.99;0.44;142.50;12;0.583372;-0.583372;-0.583372;-0.583372;
55.865917;9.828230;55.865917;9.828231;0.00;0.00;-3.00;0.43;142.49;12;0.583201;-0.583201;-0.583201;-0.583201;
55.865917;9.828230;55.865917;9.828232;0.00;0.00;-2.99;0.42;145.37;12;0.615170;-0.615170;-0.615170;-0.615170;
55.865917;9.828230;55.865917;9.828232;0.00;0.00;-2.99;0.36;143.08;12;0.589764;-0.589764;-0.589764;-0.589764;
55.865917;9.828230;55.865917;9.828233;0.00;0.00;-2.99;0.39;143.14;12;0.590475;-0.590475;-0.590475;-0.590475;
55.865917;9.828230;55.865917;9.828232;0.00;0.00;-3.00;0.41;140.60;12;0.562169;-0.562169;-0.562169;-0.562169;
55.865917;9.828230;55.865917;9.828232;0.00;0.00;-3.00;0.39;139.86;12;0.553975;-0.553975;-0.553975;-0.553975;
55.865917;9.828230;55.865917;9.828232;0.00;0.00;-3.00;0.39;143.13;12;0.590375;-0.590375;-0.590375;-0.590375;
55.865917;9.828230;55.865917;9.828233;0.00;0.00;-3.01;0.39;143.07;12;0.589703;-0.589703;-0.589703;-0.589703;
55.865917;9.828230;55.865917;9.828233;0.00;0.00;-3.01;0.39;143.31;12;0.592317;-0.592317;-0.592317;-0.592317;
55.865917;9.828230;55.865917;9.828232;0.00;0.00;-3.01;0.39;142.76;12;0.586214;-0.586214;-0.586214;-0.586214;
55.865917;9.828230;55.865917;9.828232;0.00;0.00;-3.01;0.38;139.72;12;0.552483;-0.552483;-0.552483;-0.552483;
55.865917;9.828230;55.865917;9.828233;0.00;0.00;-3.00;0.39;141.83;12;0.575935;-0.575935;-0.575935;-0.575935;
55.865917;9.828230;55.865917;9.828233;0.00;0.00;-3.01;0.40;145.55;12;0.617197;-0.617197;-0.617197;-0.617197;
55.865917;9.828230;55.865921;9.828233;0.00;0.00;-3.02;0.38;140.13;12;0.556953;-0.556953;-0.556953;-0.556953;
