55.652397;12.574730;55.652397;12.574730;0.00;0.00;50.00;50.00;53.47;9;-0.803547;0.595241;0.595241;0.803547;0.000000;0.000000;4.842283;1.677363;
55.652397;12.574730;55.652397;12.574730;0.00;0.00;50.00;50.00;51.40;9;-0.781528;0.623871;0.623871;0.781528;0.000000;0.000000;4.837421;1.677843;
55.652397;12.574730;55.652397;12.574730;0.00;0.00;50.00;50.00;52.20;9;-0.790155;0.612908;0.612908;0.790155;0.000000;0.000000;4.833169;1.679799;
55.652397;12.574730;55.652397;12.574730;0.00;0.00;50.00;50.00;53.53;9;-0.804183;0.594382;0.594382;0.804183;0.000000;0.000000;4.786794;1.689120;
55.652397;12.574730;55.652397;12.574730;0.00;0.00;50.00;50.00;51.31;9;-0.780523;0.625126;0.625126;0.780523;0.000000;0.000000;4.748704;1.711080;
55.652397;12.574730;55.652397;12.574730;0.00;0.00;50.00;50.00;51.85;9;-0.786438;0.617669;0.617669;0.786438;0.000000;0.000000;4.755022;1.725072;
55.652397;12.574730;55.652397;12.574730;0.00;0.00;50.00;50.00;52.38;9;-0.792058;0.610446;0.610446;0.792058;0.000000;0.000000;4.752444;1.711681;
55.652397;12.574730;55.652397;12.574730;0.00;0.00;50.00;50.00;52.89;9;-0.797507;0.603310;0.603310;0.797507;0.000000;0.000000;4.736761;1.710798;
55.652397;12.574730;55.652397;12.574731;0.00;0.00;50.00;50.00;50.80;9;-0.774927;0.632050;0.632050;0.774927;0.000000;0.000000;4.716039;1.729027;
55.652397;12.574730;55.652397;12.574731;0.00;0.00;50.00;50.00;50.85;9;-0.775545;0.631293;0.631293;0.775545;0.000000;0.000000;4.689129;1.715353;
55.652397;12.574730;55.652397;12.574731;0.00;0.00;50.00;50.00;48.82;9;-0.752701;0.658362;0.658362;0.752701;0.000000;0.000000;4.728460;1.696261;
55.652397;12.574730;55.652397;12.574731;0.00;0.00;50.00;50.00;51.52;9;-0.782785;0.622292;0.622292;0.782785;0.000000;0.000000;4.729484;1.695096;
55.652397;12.574730;55.652397;12.574731;0.00;0.00;50.00;50.00;55.07;9;-0.819894;0.572515;0.572515;0.819894;0.000000;0.000000;4.731860;1.706184;
55.652397;12.574730;55.652397;12.574731;0.00;0.00;50.00;50.00;48.78;9;-0.752153;0.658989;0.658989;0.752153;0.000000;0.000000;4.730969;1.718335;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;51.78;9;-0.785630;0.618697;0.618697;0.785630;0.000000;0.000000;4.717373;1.729947;
55.652397;12.574730;55.652397;12.574731;0.00;0.00;50.00;50.00;49.54;9;-0.760837;0.648943;0.648943;0.760837;0.000000;0.000000;4.711465;1.709293;
55.652397;12.574730;55.652397;12.574731;0.00;0.00;50.00;50.00;48.92;9;-0.753760;0.657150;0.657150;0.753760;0.000000;0.000000;4.691067;1.712414;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;49.58;9;-0.761323;0.648373;0.648373;0.761323;0.000000;0.000000;4.713727;1.724572;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;51.45;9;-0.782078;0.623181;0.623181;0.782078;0.000000;0.000000;4.715802;1.725739;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;51.01;9;-0.777280;0.629155;0.629155;0.777280;0.000000;0.000000;4.721743;1.728973;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;46.86;9;-0.729732;0.683733;0.683733;0.729732;0.000000;0.000000;4.707654;1.726869;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;52.46;9;-0.792893;0.609361;0.609361;0.792893;0.000000;0.000000;4.708782;1.749123;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;52.83;9;-0.796851;0.604176;0.604176;0.796851;0.000000;0.000000;4.716647;1.741993;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;51.91;9;-0.787030;0.616915;0.616915;0.787030;0.000000;0.000000;4.730689;1.745893;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;52.83;9;-0.796808;0.604233;0.604233;0.796808;0.000000;0.000000;4.709158;1.752259;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;51.16;9;-0.778912;0.627133;0.627133;0.778912;0.000000;0.000000;4.698298;1.747695;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;51.97;9;-0.787735;0.616014;0.616014;0.787735;0.000000;0.000000;4.699337;1.743428;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;53.99;9;-0.808898;0.587949;0.587949;0.808898;0.000000;0.000000;4.707707;1.727256;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;53.68;9;-0.805713;0.592307;0.592307;0.805713;0.000000;0.000000;4.712428;1.736656;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;53.41;9;-0.802886;0.596132;0.596132;0.802886;0.000000;0.000000;4.721720;1.733259;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;52.85;9;-0.797007;0.603970;0.603970;0.797007;0.000000;0.000000;4.714238;1.721921;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;53.33;9;-0.802070;0.597230;0.597230;0.802070;0.000000;0.000000;4.711467;1.731348;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;50.15;9;-0.767726;0.640778;0.640778;0.767726;0.000000;0.000000;4.708432;1.726180;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;53.74;9;-0.806347;0.591442;0.591442;0.806347;0.000000;0.000000;4.706640;1.715073;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;51.74;9;-0.785243;0.619188;0.619188;0.785243;0.000000;0.000000;4.710239;1.718087;
55.652397;12.574730;55.652397;12.574732;0.00;0.00;50.00;50.00;51.58;9;-0.783492;0.621402;0.621402;0.783492;0.000000;0.000000;4.694023;1.727943;
55.652397;12.574730;55.652401;12.574732;0.00;0.00;50.00;50.00;52.75;9;-0.796013;0.605280;0.605280;0.796013;0.000000;0.000000;4.702187;1.734241;
55.652397;12.574730;55.652401;12.574732;0.00;0.00;50.00;50.00;50.35;9;-0.770004;0.638039;0.638039;0.770004;0.000000;0.000000;4.706973;1.731851;
