55.863155;9.828141;55.863155;9.828162;0.13;0.16;0.22;-5.00;230.22;0.77;-0.64;-0.64;-0.77;
55.863155;9.828141;55.863155;9.828162;0.13;0.16;0.22;-5.00;230.20;0.77;-0.64;-0.64;-0.77;
55.863155;9.828141;55.863155;9.828162;0.13;0.16;0.22;-5.00;231.24;0.78;-0.63;-0.63;-0.78;
55.863155;9.828141;55.863155;9.828162;0.13;0.16;0.22;-5.00;231.48;0.78;-0.62;-0.62;-0.78;
55.863155;9.828141;55.863155;9.828162;0.13;0.17;0.22;-5.00;232.01;0.79;-0.62;-0.62;-0.79;
55.863155;9.828141;55.863155;9.828162;0.13;0.16;0.22;-4.99;231.46;0.78;-0.62;-0.62;-0.78;
55.863155;9.828141;55.863155;9.828162;0.13;0.16;0.22;-4.99;231.72;0.78;-0.62;-0.62;-0.78;
55.863155;9.828141;55.863155;9.828162;0.13;0.17;0.22;-5.00;231.93;0.79;-0.62;-0.62;-0.79;
55.863155;9.828141;55.863155;9.828162;0.13;0.16;0.22;-5.00;231.47;0.78;-0.62;-0.62;-0.78;
55.863155;9.828141;55.863155;9.828162;0.13;0.16;0.23;-4.99;231.70;0.78;-0.62;-0.62;-0.78;
55.863155;9.828141;55.863155;9.828162;0.13;0.17;0.23;-5.00;232.08;0.79;-0.61;-0.61;-0.79;
55.863155;9.828141;55.863155;9.828162;0.13;0.17;0.23;-5.00;232.07;0.79;-0.61;-0.61;-0.79;
55.863155;9.828141;55.863155;9.828162;0.13;0.17;0.23;-5.00;231.98;0.79;-0.62;-0.62;-0.79;
55.863155;9.828141;55.863155;9.828161;0.12;0.16;0.22;-5.00;231.50;0.78;-0.62;-0.62;-0.78;
55.863155;9.828141;55.863155;9.828161;0.12;0.16;0.22;-5.00;232.35;0.79;-0.61;-0.61;-0.79;
55.863155;9.828141;55.863155;9.828161;0.12;0.16;0.22;-5.00;232.73;0.80;-0.61;-0.61;-0.80;
55.863155;9.828141;55.863155;9.828161;0.12;0.16;0.23;-5.00;232.88;0.80;-0.60;-0.60;-0.80;
55.863155;9.828141;55.863155;9.828161;0.12;0.16;0.23;-5.00;232.52;0.79;-0.61;-0.61;-0.79;
55.863155;9.828141;55.863155;9.828161;0.12;0.16;0.23;-5.00;232.80;0.80;-0.60;-0.60;-0.80;
55.863155;9.828141;55.863155;9.828161;0.12;0.16;0.22;-5.00;232.55;0.79;-0.61;-0.61;-0.79;
55.863155;9.828141;55.863155;9.828161;0.12;0.16;0.22;-5.00;232.64;0.79;-0.61;-0.61;-0.79;
55.863155;9.828141;55.863155;9.828161;0.12;0.16;0.22;-5.00;232.38;0.79;-0.61;-0.61;-0.79;
55.863155;9.828141;55.863155;9.828161;0.12;0.16;0.22;-5.00;232.82;0.80;-0.60;-0.60;-0.80;
