55.866062;9.827977;55.866062;9.827977;0.00;0.00;-1.66;-0.77;260.07;12;0.000000;0.000000;
55.866062;9.827977;55.866062;9.827979;0.00;0.00;-1.66;-0.76;256.42;12;0.000000;0.000000;
55.866062;9.827977;55.866062;9.827979;0.00;0.00;-1.67;-0.76;262.41;12;0.000000;0.000000;
55.866062;9.827977;55.866062;9.827980;0.00;0.00;-1.68;-0.73;255.47;12;0.000000;0.000000;
55.866062;9.827977;55.866062;9.827981;0.00;0.00;-1.69;-0.71;256.65;12;0.000000;0.000000;
55.866062;9.827977;55.866062;9.827982;0.00;0.00;-1.71;-0.69;259.24;12;0.000000;0.000000;
55.866062;9.827977;55.866062;9.827983;0.00;0.00;-1.72;-0.70;258.02;12;0.000000;0.000000;
55.866062;9.827977;55.866058;9.827984;0.00;0.00;-1.72;-0.67;255.98;12;0.000000;0.000000;
55.866062;9.827977;55.866058;9.827985;0.00;0.00;-1.71;-0.67;262.59;12;0.000000;0.000000;
55.866062;9.827977;55.866058;9.827986;0.00;0.00;-1.70;-0.68;259.17;12;0.000000;0.000000;
55.866062;9.827977;55.866058;9.827987;0.00;0.00;-1.72;-0.65;260.33;12;0.000000;0.000000;
55.866062;9.827977;55.866058;9.827988;0.00;0.00;-1.72;-0.69;258.08;12;0.000000;0.000000;
55.866062;9.827977;55.866058;9.827988;0.00;0.00;-1.70;-0.70;260.01;12;0.000000;0.000000;
55.866062;9.827977;55.866058;9.827991;0.00;0.00;-1.70;-0.72;259.31;12;0.000000;0.000000;
55.866062;9.827977;55.866058;9.827993;0.00;0.00;-1.69;-0.70;256.03;12;0.000000;0.000000;
55.866062;9.827977;55.866058;9.827996;0.00;0.00;-1.71;-0.71;257.76;12;0.000000;0.000000;
55.866062;9.827977;55.866058;9.827998;0.00;0.00;-1.71;-0.68;259.12;12;0.000000;0.000000;
55.866062;9.827977;55.866058;9.828000;0.00;0.00;-1.70;-0.69;255.72;12;0.000000;0.000000;
55.866062;9.827977;55.866055;9.828002;0.00;0.00;-1.70;-0.69;260.28;12;0.000000;0.000000;
55.866062;9.827977;55.866055;9.828001;0.00;0.00;-1.67;-0.69;260.22;12;0.000000;0.000000;
55.866062;9.827977;55.866055;9.828000;0.00;0.00;-1.66;-0.68;258.23;12;0.000000;0.000000;
55.866062;9.827977;55.866055;9.828001;0.00;0.00;-1.70;-0.64;258.49;12;0.000000;0.000000;
55.866062;9.827977;55.866055;9.828002;0.00;0.00;-1.70;-0.66;261.74;12;0.000000;0.000000;
55.866062;9.827977;55.866055;9.828004;0.00;0.00;-1.70;-0.65;257.87;12;0.000000;0.000000;
55.866062;9.827977;55.866055;9.828005;0.00;0.00;-1.70;-0.66;257.91;12;0.000000;0.000000;
55.866062;9.827977;55.866055;9.828005;0.00;0.00;-1.67;-0.67;259.41;12;0.000000;0.000000;
55.866062;9.827977;55.866055;9.828006;0.00;0.00;-1.68;-0.67;260.15;12;0.000000;0.000000;
55.866062;9.827977;55.866051;9.828008;0.00;0.00;-1.69;-0.69;258.48;12;0.000000;0.000000;
