55.865982;5.514794;55.865982;9.828012;0.00;0.00;4.45;-1.59;356.86;0;
55.865982;5.514794;55.865986;9.828012;0.00;0.00;4.34;-1.62;351.12;0;
55.865982;5.514794;55.865986;9.828011;0.00;0.00;4.23;-1.64;355.50;0;
55.865982;5.514794;55.865986;9.828010;0.00;0.00;2.31;-2.03;348.77;0;
55.865982;5.514794;55.865986;9.828010;0.00;0.00;1.55;-2.20;348.21;0;
55.865982;5.514794;55.865986;9.828008;0.00;0.00;0.96;-2.31;347.00;0;
55.865982;5.514794;55.865990;9.828007;0.00;0.00;0.63;-2.31;345.65;0;
55.865982;5.514794;55.865990;9.828007;0.00;0.00;0.54;-2.38;345.26;0;
55.865982;5.514794;55.865990;9.828006;0.00;0.00;0.47;-2.37;347.60;0;
55.865982;5.514794;55.865990;9.828006;0.00;0.00;0.42;-2.33;345.76;0;
55.865982;5.514794;55.865990;9.828005;0.00;0.00;0.35;-2.40;344.45;0;
55.865982;5.514794;55.865993;9.828005;0.00;0.00;0.34;-2.42;347.42;0;
55.865982;5.514794;55.865993;9.828004;0.00;0.00;0.35;-2.43;347.94;0;
55.865982;5.514794;55.865993;9.828004;0.00;0.00;0.36;-2.42;346.22;0;
55.865982;5.514794;55.865993;9.828003;0.00;0.00;0.37;-2.43;345.97;0;
55.865982;5.514794;55.865993;9.828003;0.00;0.00;0.36;-2.42;344.01;0;
55.865982;5.514794;55.865997;9.828003;0.00;0.00;0.38;-2.42;345.12;0;
55.865982;5.514794;55.865997;9.828003;0.00;0.00;0.36;-2.43;344.32;0;
55.865982;5.514794;55.865997;9.828002;0.00;0.00;0.34;-2.42;345.37;0;
55.865982;5.514794;55.865997;9.828001;0.00;0.00;0.36;-2.43;344.44;0;
55.865982;5.514794;55.865997;9.828001;0.00;0.00;0.35;-2.42;347.50;0;
55.865982;5.514794;55.865997;9.828001;0.00;0.00;0.37;-2.41;346.31;0;
55.865982;5.514794;55.865997;9.828000;0.00;0.00;0.34;-2.41;346.08;0;
55.865982;5.514794;55.865993;9.828005;0.00;0.00;0.37;-2.40;346.23;0;
55.865982;5.514794;55.865990;9.828010;0.00;0.00;0.37;-2.40;346.38;0;
55.865982;5.514794;55.865990;9.828012;0.00;0.00;0.39;-2.39;346.34;0;
55.865982;5.514794;55.865990;9.828012;0.00;0.00;0.41;-2.43;344.84;0;
55.865982;5.514794;55.865990;9.828012;0.00;0.00;0.35;-2.43;344.85;0;
55.865982;5.514794;55.865990;9.828013;0.00;0.00;0.35;-2.44;344.81;0;
55.865982;5.514794;55.865990;9.828012;0.00;0.00;0.37;-2.46;346.62;0;
55.865982;5.514794;55.865990;9.828012;0.00;0.00;0.36;-2.44;346.65;0;
55.865982;5.514794;55.865990;9.828011;0.00;0.00;0.35;-2.43;346.04;0;
55.865982;5.514794;55.865993;9.828010;0.00;0.00;0.35;-2.44;346.22;0;
55.865982;5.514794;55.865993;9.828010;0.00;0.00;0.32;-2.42;344.52;0;
