55.865902;9.828321;55.865902;9.828321;0.00;0.00;-3.17;-0.14;187.02;11;0.922023;-0.922023;-0.922023;-0.922023;
55.865902;9.828321;55.865902;9.828320;-0.09;-0.09;-3.17;-0.14;187.30;11;0.918870;-0.918870;-0.918870;-0.918870;
55.865902;9.828321;55.865902;9.828319;-0.13;-0.13;-3.17;-0.14;190.53;11;0.882967;-0.882967;-0.882967;-0.882967;
55.865902;9.828321;55.865902;9.828317;-0.22;-0.22;-3.17;-0.14;187.65;11;0.915036;-0.915036;-0.915036;-0.915036;
55.865902;9.828321;55.865902;9.828316;-0.26;-0.26;-3.17;-0.14;187.67;11;0.914765;-0.914765;-0.914765;-0.914765;
55.865902;9.828321;55.865902;9.828315;-0.30;-0.30;-3.17;-0.14;189.94;11;0.889580;-0.889580;-0.889580;-0.889580;
55.865902;9.828321;55.865902;9.828313;-0.30;-0.30;-3.17;-0.14;188.62;11;0.904172;-0.904172;-0.904172;-0.904172;
55.865902;9.828321;55.865902;9.828312;-0.30;-0.30;-3.17;-0.14;187.61;11;0.915451;-0.915451;-0.915451;-0.915451;
55.865902;9.828321;55.865902;9.828311;-0.30;-0.30;-3.17;-0.14;187.57;11;0.915859;-0.915859;-0.915859;-0.915859;
55.865902;9.828321;55.865902;9.828310;-0.30;-0.30;-3.17;-0.13;189.36;11;0.896038;-0.896038;-0.896038;-0.896038;
55.865902;9.828321;55.865902;9.828310;-0.30;-0.30;-3.17;-0.13;187.94;11;0.911755;-0.911755;-0.911755;-0.911755;
55.865902;9.828321;55.865902;9.828309;-0.30;-0.30;-3.17;-0.13;188.30;11;0.907773;-0.907773;-0.907773;-0.907773;
55.865902;9.828321;55.865902;9.828309;-0.30;-0.30;-3.17;-0.13;187.00;11;0.922256;-0.922256;-0.922256;-0.922256;
55.865902;9.828309;55.865902;9.828309;0.00;-0.00;-3.17;-0.13;187.43;11;0.917405;-0.917405;-0.917405;-0.917405;
55.865902;9.828309;55.865902;9.828308;-0.04;-0.04;-3.17;-0.13;189.41;11;0.895414;-0.895414;-0.895414;-0.895414;
55.865902;9.828309;55.865902;9.828308;-0.04;-0.04;-3.17;-0.13;185.83;11;0.935167;-0.935167;-0.935167;-0.935167;
55.865902;9.828309;55.865902;9.828308;-0.04;-0.04;-3.17;-0.13;188.14;11;0.909570;-0.909570;-0.909570;-0.909570;
55.865902;9.828309;55.865902;9.828308;-0.04;-0.04;-3.17;-0.13;185.66;11;0.937120;-0.937120;-0.937120;-0.937120;
55.865902;9.828309;55.865902;9.828308;-0.04;-0.04;-3.17;-0.12;188.03;11;0.910765;-0.910765;-0.910765;-0.910765;
55.865902;9.828309;55.865906;9.828306;-0.04;-0.04;-3.17;-0.12;187.37;11;0.918106;-0.918106;-0.918106;-0.918106;
55.865906;9.828306;55.865906;9.828305;-0.04;-0.04;-3.17;-0.12;186.68;11;0.925743;-0.925743;-0.925743;-0.925743;
55.865906;9.828305;55.865906;9.828304;-0.04;-0.04;-3.17;-0.12;188.34;11;0.907372;-0.907372;-0.907372;-0.907372;
55.865906;9.828305;55.865906;9.828303;-0.09;-0.09;-3.17;-0.12;185.06;11;0.943756;-0.943756;-0.943756;-0.943756;
55.865906;9.828303;55.865906;9.828303;0.00;-0.00;-3.17;-0.12;190.30;11;0.885602;-0.885602;-0.885602;-0.885602;
55.865906;9.828303;55.865906;9.828303;0.00;-0.00;-3.17;-0.12;187.86;11;0.912655;-0.912655;-0.912655;-0.912655;
55.865906;9.828303;55.865906;9.828302;-0.04;-0.04;-3.17;-0.12;188.21;11;0.908815;-0.908815;-0.908815;-0.908815;
55.865906;9.828303;55.865906;9.828302;-0.04;-0.04;-3.17;-0.12;188.79;11;0.902319;-0.902319;-0.902319;-0.902319;
55.865906;9.828303;55.865906;9.828301;-0.09;-0.09;-3.17;-0.12;186.65;11;0.926126;-0.926126;-0.926126;-0.926126;
55.865906;9.828303;55.865906;9.828301;-0.09;-0.09;-3.17;-0.11;186.02;11;0.933154;-0.933154;-0.933154;-0.933154;
55.865906;9.828303;55.865906;9.828301;-0.09;-0.09;-3.17;-0.11;188.07;11;0.910309;-0.910309;-0.910309;-0.910309;
55.865906;9.828303;55.865906;9.828300;-0.14;-0.14;-3.17;-0.11;184.82;11;0.946443;-0.946443;-0.946443;-0.946443;
55.865906;9.828303;55.865906;9.828300;-0.17;-0.17;-3.17;-0.11;187.72;11;0.914207;-0.914207;-0.914207;-0.914207;
55.865906;9.828303;55.865906;9.828299;-0.26;-0.26;-3.17;-0.11;188.47;11;0.905855;-0.905855;-0.905855;-0.905855;
55.865906;9.828303;55.865906;9.828299;-0.26;-0.26;-3.17;-0.11;187.75;11;0.913838;-0.913838;-0.913838;-0.913838;
55.865906;9.828303;55.865906;9.828298;-0.30;-0.30;-3.17;-0.11;190.39;11;0.884507;-0.884507;-0.884507;-0.884507;
55.865906;9.828303;55.865906;9.828297;-0.36;-0.36;-3.17;-0.11;185.55;11;0.938373;-0.938373;-0.938373;-0.938373;
55.865906;9.828303;55.865906;9.828297;-0.34;-0.34;-3.17;-0.11;189.06;11;0.899367;-0.899367;-0.899367;-0.899367;
55.865906;9.828303;55.865906;9.828296;-0.40;-0.40;-3.17;-0.11;186.09;11;0.932279;-0.932279;-0.932279;-0.932279;
55.865906;9.828303;55.865910;9.828295;-0.38;-0.38;-3.16;-0.10;187.76;11;0.913799;-0.913799;-0.913799;-0.913799;
55.865906;9.828303;55.865910;9.828295;-0.38;-0.38;-3.14;-0.12;188.59;12;0.904565;-0.904565;-0.904565;-0.904565;
55.865906;9.828303;55.865910;9.828294;-0.38;-0.38;-3.12;-0.13;188.41;12;0.906507;-0.906507;-0.906507;-0.906507;
